0.400,0.000,0.030
0.405,0.000,0.030
0.410,0.000,0.030
0.415,0.000,0.030
0.420,0.000,0.030
0.425,0.000,0.030
0.430,0.000,0.030
0.435,0.000,0.030
0.440,0.000,0.030
0.445,0.000,0.030
0.450,0.000,0.030
0.455,0.000,0.030
0.460,0.000,0.030
0.465,0.000,0.030
0.470,0.000,0.030
0.475,0.000,0.030
0.480,0.000,0.030
0.485,0.000,0.030
0.490,0.000,0.030
0.495,0.000,0.030
0.500,0.000,0.030
0.505,0.000,0.030
0.510,0.000,0.030
0.515,0.000,0.030
0.520,0.000,0.030
0.525,0.000,0.030
0.530,0.000,0.030
0.535,0.000,0.030
0.540,0.000,0.030
0.545,0.000,0.030
0.550,0.000,0.030
0.555,0.000,0.030
0.560,0.000,0.030
0.565,0.000,0.030
0.570,0.000,0.030
0.575,0.000,0.030
0.580,0.000,0.030
0.585,0.000,0.030
0.590,0.000,0.030
0.595,0.000,0.030
0.600,0.000,0.030
0.605,0.000,0.030
0.610,0.000,0.030
0.615,0.000,0.030
0.620,0.000,0.030
0.625,0.000,0.030
0.630,0.000,0.030
0.635,0.000,0.030
0.640,0.000,0.030
0.645,0.000,0.030
0.650,0.000,0.030
0.655,0.000,0.030
0.660,0.000,0.030
0.665,0.000,0.030
0.670,0.000,0.030
0.675,0.000,0.030
0.680,0.000,0.030
0.685,0.000,0.030
0.690,0.000,0.030
0.695,0.000,0.030
0.700,0.000,0.030
0.705,0.000,0.030
0.710,0.000,0.030
0.715,0.000,0.030
0.720,0.000,0.030
0.725,0.000,0.030
0.730,0.000,0.030
0.735,0.000,0.030
0.740,0.000,0.030
0.745,0.000,0.030
0.750,0.000,0.030
0.755,0.000,0.030
0.760,0.000,0.030
0.765,0.000,0.030
0.770,0.000,0.030
0.775,0.000,0.030
0.780,0.000,0.030
0.785,0.000,0.030
0.790,0.000,0.030
0.795,0.000,0.030
0.800,0.000,0.030
0.805,0.000,0.030
0.810,0.000,0.030
0.815,0.000,0.030
0.820,0.000,0.030
0.825,0.000,0.030
0.830,0.000,0.030
0.835,0.000,0.030
0.840,0.001,0.030
0.845,0.001,0.030
0.850,0.001,0.030
0.855,0.002,0.030
0.860,0.003,0.030
0.865,0.004,0.030
0.870,0.005,0.030
0.875,0.006,0.030
0.880,0.008,0.030
0.885,0.011,0.030
0.890,0.014,0.030
0.895,0.018,0.030
0.900,0.023,0.030
0.905,0.029,0.030
0.910,0.036,0.030
0.915,0.044,0.030
0.920,0.054,0.030
0.925,0.066,0.030
0.930,0.080,0.030
0.935,0.095,0.030
0.940,0.112,0.030
0.945,0.132,0.030
0.950,0.154,0.030
0.955,0.178,0.030
0.960,0.204,0.030
0.965,0.232,0.030
0.970,0.262,0.030
0.975,0.294,0.030
0.980,0.327,0.030
0.985,0.361,0.030
0.990,0.396,0.030
0.995,0.432,0.030
1.000,0.468,0.030
1.005,0.504,0.030
1.010,0.539,0.030
1.015,0.573,0.030
1.020,0.606,0.030
1.025,0.638,0.030
1.030,0.668,0.030
1.035,0.696,0.030
1.040,0.722,0.030
1.045,0.746,0.030
1.050,0.768,0.030
1.055,0.788,0.030
1.060,0.805,0.030
1.065,0.820,0.030
1.070,0.834,0.030
1.075,0.846,0.030
1.080,0.856,0.030
1.085,0.864,0.030
1.090,0.871,0.030
1.095,0.877,0.030
1.100,0.882,0.030
1.105,0.886,0.030
1.110,0.889,0.030
1.115,0.892,0.030
1.120,0.894,0.030
1.125,0.895,0.030
1.130,0.896,0.030
1.135,0.897,0.030
1.140,0.898,0.030
1.145,0.899,0.030
