4.000000000000000222e-01 2.087712679817118472e-02
4.004000000000000337e-01 2.087707094200191849e-02
4.008004000000000566e-01 2.087701733685938532e-02
4.012012004000000687e-01 2.087696165058673323e-02
4.016024016004000607e-01 2.087690864639845517e-02
4.020040040020004812e-01 2.087685287996597291e-02
4.024060080060024580e-01 2.087679926972901487e-02
4.028084140140084646e-01 2.087674477556977076e-02
4.032112224280224866e-01 2.087669060436114429e-02
4.036144336504505215e-01 2.087663717211275111e-02
4.040180480841009669e-01 2.087658407505244354e-02
4.044220661321850652e-01 2.087653035333987550e-02
4.048264881983172359e-01 2.087647792095230839e-02
4.052313146865155757e-01 2.087642540338225522e-02
4.056365460012020807e-01 2.087637243560697478e-02
4.060421825472032564e-01 2.087632113399923509e-02
4.064482247297504514e-01 2.087626769784275971e-02
4.068546729544801899e-01 2.087621586478718289e-02
4.072615276274346718e-01 2.087616430414548571e-02
4.076687891550621057e-01 2.087611232804653313e-02
4.080764579442171525e-01 2.087606085992055327e-02
4.084845344021613700e-01 2.087600959806218404e-02
4.088930189365635459e-01 2.087595876832826908e-02
4.093019119555000862e-01 2.087590787822655655e-02
4.097112138674555704e-01 2.087585742894545668e-02
4.101209250813230289e-01 2.087580675146812059e-02
4.105310460064043321e-01 2.087575654785634935e-02
4.109415770524107447e-01 2.087570657495619805e-02
4.113525186294631486e-01 2.087565679294199270e-02
4.117638711480925973e-01 2.087560695198877742e-02
4.121756350192407048e-01 2.087555806621506013e-02
4.125878106542599233e-01 2.087550823690654048e-02
4.130003984649142090e-01 2.087545919461208238e-02
4.134133988633791335e-01 2.087541003351465682e-02
4.138268122622424938e-01 2.087536121185692289e-02
4.142406390745047573e-01 2.087531274504613940e-02
4.146548797135792830e-01 2.087526456386538942e-02
4.150695345932928770e-01 2.087521613441152557e-02
4.154846041278861812e-01 2.087516935887238217e-02
4.159000887320140616e-01 2.087512033270614437e-02
4.163159888207460524e-01 2.087507388639717881e-02
4.167323048095668003e-01 2.087502814652732533e-02
4.171490371143763420e-01 2.087497854657743498e-02
4.175661861514907147e-01 2.087493065650521118e-02
4.179837523376421782e-01 2.087488464670902294e-02
4.184017360899798255e-01 2.087483756146463545e-02
4.188201378260698049e-01 2.087479159276428228e-02
4.192389579638958752e-01 2.087474459393075590e-02
4.196581969218597941e-01 2.087469818819888412e-02
4.200778551187816512e-01 2.087465154654271141e-02
4.204979329739004235e-01 2.087460580588819045e-02
4.209184309068743080e-01 2.087456038429136990e-02
4.213393493377811660e-01 2.087451404117339135e-02
4.217606886871189675e-01 2.087446868643942285e-02
4.221824493758060681e-01 2.087442389901943487e-02
4.226046318251818756e-01 2.087437859621189482e-02
4.230272364570070720e-01 2.087433390318018875e-02
4.234502636934640574e-01 2.087428941309781016e-02
4.238737139571575052e-01 2.087424442026970806e-02
4.242975876711146399e-01 2.087420023497846971e-02
4.247218852587857363e-01 2.087415549082629468e-02
4.251466071440445083e-01 2.087411166312778954e-02
4.255717537511885529e-01 2.087406753785179397e-02
4.259973255049397389e-01 2.087402466583844832e-02
4.264233228304446510e-01 2.087398070201767000e-02
4.268497461532750892e-01 2.087393693567555358e-02
4.272765958994283464e-01 2.087389353980787995e-02
4.277038724953277637e-01 2.087385059620490424e-02
4.281315763678231190e-01 2.087380790711209841e-02
4.285597079441909596e-01 2.087376488859718840e-02
4.289882676521351579e-01 2.087372223949989641e-02
4.294172559197872996e-01 2.087368018189580260e-02
4.298466731757070725e-01 2.087363747955447990e-02
4.302765198488827658e-01 2.087359550759816315e-02
4.307067963687316592e-01 2.087355366313249638e-02
4.311375031651004108e-01 2.087351159413004809e-02
4.315686406682655019e-01 2.087346988613181589e-02
4.320002093089337913e-01 2.087342841665730184e-02
4.324322095182427383e-01 2.087338695100484504e-02
4.328646417277609570e-01 2.087334581327638522e-02
4.332975063694887163e-01 2.087330481982712857e-02
4.337308038758582174e-01 2.087326427527172110e-02
4.341645346797340932e-01 2.087322322013249187e-02
4.345986992144138528e-01 2.087318287815401879e-02
4.350332979136282696e-01 2.087314229804775392e-02
4.354683312115418814e-01 2.087310208623591873e-02
4.359037995427534340e-01 2.087306237726399213e-02
4.363397033422962146e-01 2.087302196181859554e-02
4.367760430456384957e-01 2.087298231287159495e-02
4.372128190886841459e-01 2.087294289231121994e-02
4.376500319077728518e-01 2.087290367074427430e-02
4.380876819396806177e-01 2.087286446998835865e-02
4.385257696216203205e-01 2.087282471664582070e-02
4.389642953912419321e-01 2.087278607410047310e-02
4.394032596866331852e-01 2.087275052529586131e-02
4.398426629463197957e-01 2.087270944554226945e-02
4.402825056092661282e-01 2.087266956703004786e-02
4.407227881148754189e-01 2.087263092251470317e-02
4.411635109029902746e-01 2.087259313238445935e-02
4.416046744138932834e-01 2.087256061440499050e-02
4.420462790883071813e-01 2.087251654053216485e-02
4.424883253673954631e-01 2.087247994145817465e-02
4.429308136927628814e-01 2.087245162711732355e-02
4.433737445064556693e-01 2.087241477560488473e-02
4.438171182509621504e-01 2.087237046603221055e-02
4.442609353692131280e-01 2.087233392027167816e-02
4.447051963045823286e-01 2.087229491444223331e-02
4.451499015008869020e-01 2.087225676149644799e-02
4.455950514023878095e-01 2.087223700837837620e-02
4.460406464537902127e-01 2.087218322190862244e-02
4.464866871002440285e-01 2.087216137625704307e-02
4.469331737873442623e-01 2.087210915158856442e-02
4.473801069611316183e-01 2.087207398846045725e-02
4.478274870680927222e-01 2.087203841631872850e-02
4.482753145551608420e-01 2.087200434688774031e-02
4.487235898697159997e-01 2.087196444272647680e-02
4.491723134595856926e-01 2.087192809688357895e-02
4.496214857730452819e-01 2.087189256963414147e-02
4.500711072588183259e-01 2.087185752661402730e-02
4.505211783660771352e-01 2.087182188182235346e-02
4.509716995444432164e-01 2.087178611455030308e-02
4.514226712439876610e-01 2.087175300981632120e-02
4.518740939152316449e-01 2.087171631489572951e-02
4.523259680091468726e-01 2.087168122885582622e-02
4.527782939771560211e-01 2.087165257554602499e-02
4.532310722711331841e-01 2.087161299546044790e-02
4.536843033434043160e-01 2.087157691687977976e-02
4.541379876467477317e-01 2.087154356252372139e-02
4.545921256343944949e-01 2.087150994400283760e-02
4.550467177600288626e-01 2.087147544513132807e-02
4.555017644777888952e-01 2.087144107526734543e-02
4.559572662422666789e-01 2.087140782500286965e-02
4.564132235085089362e-01 2.087137362756579309e-02
4.568696367320174700e-01 2.087133974374728862e-02
4.573265063687494969e-01 2.087130703064181414e-02
4.577838328751182573e-01 2.087127317699818616e-02
4.582416167079933489e-01 2.087124023763365158e-02
4.586998583247013372e-01 2.087120860514245918e-02
4.591585581830260332e-01 2.087117428732863586e-02
4.596177167412090481e-01 2.087114125459236386e-02
4.600773344579502377e-01 2.087110899869405387e-02
4.605374117924082022e-01 2.087107593425660546e-02
4.609979492042006188e-01 2.087104382270795963e-02
4.614589471534047971e-01 2.087101160451061352e-02
4.619204061005581785e-01 2.087097937524876046e-02
4.623823265066587251e-01 2.087094750290014247e-02
4.628447088331653636e-01 2.087091546515254525e-02
4.633075535419985402e-01 2.087088379838519109e-02
4.637708610955405542e-01 2.087085195716573138e-02
4.642346319566361124e-01 2.087082033811665793e-02
4.646988665885927738e-01 2.087079006837124981e-02
4.651635654551813936e-01 2.087075751564822571e-02
4.656287290206365670e-01 2.087072764276732759e-02
4.660943577496571844e-01 2.087069512914304509e-02
4.665604521074068201e-01 2.087066593173717705e-02
4.670270125595142319e-01 2.087063668491298193e-02
4.674940395720737496e-01 2.087060389715303041e-02
4.679615336116458302e-01 2.087057287968982142e-02
4.684294951452575018e-01 2.087054211178686683e-02
4.688979246404027523e-01 2.087051304040496089e-02
4.693668225650431403e-01 2.087048391799311425e-02
4.698361893876081830e-01 2.087045336211499486e-02
4.703060255769958009e-01 2.087042445427235784e-02
4.707763316025728173e-01 2.087039317271777161e-02
4.712471079341754021e-01 2.087036510212061588e-02
4.717183550421095717e-01 2.087033400030853525e-02
4.721900733971516884e-01 2.087030500108141146e-02
4.726622634705488490e-01 2.087027419024250346e-02
4.731349257340193848e-01 2.087024577492670174e-02
4.736080606597534159e-01 2.087021576664940814e-02
4.740816687204131852e-01 2.087018613083126833e-02
4.745557503891336126e-01 2.087015791176993068e-02
4.750303061395227400e-01 2.087012945869677269e-02
4.755053364456622855e-01 2.087009976348066370e-02
4.759808417821079218e-01 2.087007134691746743e-02
4.764568226238900528e-01 2.087004175818044441e-02
4.769332794465139247e-01 2.087001424841698413e-02
4.774102127259604589e-01 2.086998542012046681e-02
4.778876229386864183e-01 2.086996062562520085e-02
4.783655105616251291e-01 2.086992916954468966e-02
4.788438760721867582e-01 2.086990169029515410e-02
4.793227199482589240e-01 2.086987449859649402e-02
4.798020426682071959e-01 2.086984553834879755e-02
4.802818447108754274e-01 2.086981743692131741e-02
4.807621265555863110e-01 2.086979010725590125e-02
4.812428886821418783e-01 2.086976248019977581e-02
4.817241315708239990e-01 2.086973504935200202e-02
4.822058557023948255e-01 2.086970824852634951e-02
4.826880615580972367e-01 2.086968084274282154e-02
4.831707496196553375e-01 2.086965430570913299e-02
4.836539203692750144e-01 2.086962671839166089e-02
4.841375742896442680e-01 2.086959999338779126e-02
4.846217118639339350e-01 2.086957560650989918e-02
4.851063335757978545e-01 2.086955019413820264e-02
4.855914399093736455e-01 2.086952078089671439e-02
4.860770313492830397e-01 2.086949428966652573e-02
4.865631083806323254e-01 2.086946917459957945e-02
4.870496714890129586e-01 2.086944424640883866e-02
4.875367211605019513e-01 2.086941805693511703e-02
4.880242578816624266e-01 2.086938977151198832e-02
4.885122821395440629e-01 2.086936484160877014e-02
4.890007944216835933e-01 2.086933761921454591e-02
4.894897952161052501e-01 2.086931163597513864e-02
4.899792850113213749e-01 2.086928652975427248e-02
4.904692642963326965e-01 2.086926597490645560e-02
4.909597335606290525e-01 2.086923508430972227e-02
4.914506932941896666e-01 2.086921055816373660e-02
4.919421439874838708e-01 2.086918617829406492e-02
4.924340861314713824e-01 2.086916089692701995e-02
