1.000000000000000000e+00 1.223108936738524557e-05 4.999999999999999562e-05
1.000999999999999890e+00 1.237502005454015228e-05 4.999999999999999562e-05
1.002000999999999920e+00 1.228357264577443311e-05 4.999999999999999562e-05
1.003003000999999950e+00 1.242439000801833929e-05 4.999999999999999562e-05
1.004006004000999930e+00 1.260894114218041722e-05 4.999999999999999562e-05
1.005010010005001009e+00 1.294804149195330615e-05 4.999999999999999562e-05
1.006015020015005978e+00 1.293077479075469806e-05 4.999999999999999562e-05
1.007021035035021050e+00 1.305729390190074682e-05 4.999999999999999562e-05
1.008028056070056078e+00 1.297547983432671333e-05 4.999999999999999562e-05
1.009036084126126109e+00 1.307337305306467142e-05 4.999999999999999562e-05
1.010045120210252279e+00 1.311788722532439746e-05 4.999999999999999562e-05
1.011055165330462469e+00 1.327580486245478138e-05 4.999999999999999562e-05
1.012066220495792868e+00 1.327581438487421815e-05 4.999999999999999562e-05
1.013078286716288634e+00 1.331970502511183084e-05 4.999999999999999562e-05
1.014091365003005007e+00 1.348530277660738042e-05 4.999999999999999562e-05
1.015105456368007975e+00 1.391715410310188407e-05 4.999999999999999562e-05
1.016120561824376045e+00 1.380130973110336527e-05 4.999999999999999562e-05
1.017136682386200475e+00 1.393575002027705856e-05 4.999999999999999562e-05
1.018153819068586596e+00 1.388018344592313090e-05 4.999999999999999562e-05
1.019171972887655153e+00 1.418050760415827749e-05 4.999999999999999562e-05
1.020191144860542742e+00 1.430530582151123850e-05 4.999999999999999562e-05
1.021211336005403369e+00 1.434862095078129992e-05 4.999999999999999562e-05
1.022232547341408671e+00 1.468351502980140783e-05 4.999999999999999562e-05
1.023254779888750132e+00 1.438182889973666540e-05 4.999999999999999562e-05
1.024278034668638870e+00 1.452085641030189379e-05 4.999999999999999562e-05
1.025302312703307406e+00 1.457026268802630740e-05 4.999999999999999562e-05
1.026327615016010775e+00 1.470976105971094996e-05 4.999999999999999562e-05
1.027353942631026751e+00 1.484247586730521604e-05 4.999999999999999562e-05
1.028381296573657844e+00 1.499624100953947580e-05 4.999999999999999562e-05
1.029409677870231521e+00 1.520096550491624998e-05 4.999999999999999562e-05
1.030439087548101762e+00 1.515009634325326114e-05 4.999999999999999562e-05
1.031469526635649947e+00 1.524789788293598230e-05 4.999999999999999562e-05
1.032500996162285523e+00 1.547834730587307293e-05 4.999999999999999562e-05
1.033533497158447778e+00 1.570145277334088506e-05 4.999999999999999562e-05
1.034567030655606290e+00 1.597392241953007891e-05 4.999999999999999562e-05
1.035601597686261810e+00 1.588697380347002414e-05 4.999999999999999562e-05
1.036637199283948041e+00 1.602118984816799336e-05 4.999999999999999562e-05
