G141 grating,
Wavelength,Transmission
,
1.1082,3.66E-01
1.1083,3.66E-01
1.1084,3.67E-01
1.1085,3.68E-01
1.1086,3.69E-01
1.1087,3.70E-01
1.1088,3.70E-01
1.1089,3.71E-01
1.1090,3.72E-01
1.1091,3.73E-01
1.1092,3.73E-01
1.1093,3.74E-01
1.1094,3.75E-01
1.1095,3.76E-01
1.1096,3.76E-01
1.1097,3.77E-01
1.1098,3.78E-01
1.1099,3.79E-01
1.1100,3.79E-01
1.1101,3.80E-01
1.1102,3.81E-01
1.1103,3.81E-01
1.1104,3.82E-01
1.1105,3.83E-01
1.1106,3.84E-01
1.1107,3.84E-01
1.1108,3.85E-01
1.1109,3.86E-01
1.1110,3.86E-01
1.1111,3.87E-01
1.1112,3.88E-01
1.1113,3.88E-01
1.1114,3.89E-01
1.1115,3.90E-01
1.1116,3.90E-01
1.1117,3.91E-01
1.1118,3.92E-01
1.1119,3.92E-01
1.1120,3.93E-01
1.1121,3.93E-01
1.1122,3.94E-01
1.1123,3.95E-01
1.1124,3.95E-01
1.1125,3.96E-01
1.1126,3.97E-01
1.1127,3.97E-01
1.1128,3.98E-01
1.1129,3.98E-01
1.1130,3.99E-01
1.1131,3.99E-01
1.1132,4.00E-01
1.1133,4.00E-01
1.1134,4.01E-01
1.1135,4.01E-01
1.1136,4.02E-01
1.1137,4.03E-01
1.1138,4.03E-01
1.1139,4.04E-01
1.1140,4.04E-01
1.1141,4.05E-01
1.1142,4.05E-01
1.1143,4.06E-01
1.1144,4.06E-01
1.1145,4.07E-01
1.1146,4.07E-01
1.1147,4.07E-01
1.1148,4.08E-01
1.1149,4.08E-01
1.1150,4.09E-01
1.1151,4.09E-01
1.1152,4.10E-01
1.1153,4.10E-01
1.1154,4.11E-01
1.1155,4.11E-01
1.1156,4.11E-01
1.1157,4.12E-01
1.1158,4.12E-01
1.1159,4.13E-01
1.1160,4.13E-01
1.1161,4.13E-01
1.1162,4.14E-01
1.1163,4.14E-01
1.1164,4.15E-01
1.1165,4.15E-01
1.1166,4.15E-01
1.1167,4.16E-01
1.1168,4.16E-01
1.1169,4.16E-01
1.1170,4.17E-01
1.1171,4.17E-01
1.1172,4.17E-01
1.1173,4.18E-01
1.1174,4.18E-01
1.1175,4.19E-01
1.1176,4.19E-01
1.1177,4.19E-01
1.1178,4.20E-01
1.1179,4.20E-01
1.1180,4.20E-01
1.1181,4.21E-01
1.1182,4.21E-01
1.1183,4.21E-01
1.1184,4.22E-01
1.1185,4.22E-01
1.1186,4.22E-01
1.1187,4.23E-01
1.1188,4.23E-01
1.1189,4.23E-01
1.1190,4.23E-01
1.1191,4.24E-01
1.1192,4.24E-01
1.1193,4.24E-01
1.1194,4.25E-01
1.1195,4.25E-01
1.1196,4.25E-01
1.1197,4.25E-01
1.1198,4.26E-01
1.1199,4.26E-01
1.1200,4.26E-01
1.1201,4.26E-01
1.1202,4.27E-01
1.1203,4.27E-01
1.1204,4.27E-01
1.1205,4.27E-01
1.1206,4.28E-01
1.1207,4.28E-01
1.1208,4.28E-01
1.1209,4.28E-01
1.1210,4.29E-01
1.1211,4.29E-01
1.1212,4.29E-01
1.1213,4.29E-01
1.1214,4.29E-01
1.1215,4.30E-01
1.1216,4.30E-01
1.1217,4.30E-01
1.1218,4.30E-01
1.1219,4.31E-01
1.1220,4.31E-01
1.1221,4.31E-01
1.1222,4.31E-01
1.1223,4.32E-01
1.1224,4.32E-01
1.1225,4.32E-01
1.1226,4.32E-01
1.1227,4.33E-01
1.1228,4.33E-01
1.1229,4.33E-01
1.1230,4.33E-01
1.1231,4.33E-01
1.1232,4.34E-01
1.1233,4.34E-01
1.1234,4.34E-01
1.1235,4.34E-01
1.1236,4.35E-01
1.1237,4.35E-01
1.1238,4.35E-01
1.1239,4.35E-01
1.1240,4.35E-01
1.1241,4.36E-01
1.1242,4.36E-01
1.1243,4.36E-01
1.1244,4.36E-01
1.1245,4.36E-01
1.1246,4.37E-01
1.1247,4.37E-01
1.1248,4.37E-01
1.1249,4.37E-01
1.1250,4.37E-01
1.1251,4.38E-01
1.1252,4.38E-01
1.1253,4.38E-01
1.1254,4.38E-01
1.1255,4.38E-01
1.1256,4.38E-01
1.1257,4.39E-01
1.1258,4.39E-01
1.1259,4.39E-01
1.1260,4.39E-01
1.1261,4.39E-01
1.1262,4.40E-01
1.1263,4.40E-01
1.1264,4.40E-01
1.1265,4.40E-01
1.1266,4.40E-01
1.1267,4.41E-01
1.1268,4.41E-01
1.1269,4.41E-01
1.1270,4.41E-01
1.1271,4.41E-01
1.1272,4.42E-01
1.1273,4.42E-01
1.1274,4.42E-01
1.1275,4.42E-01
1.1276,4.42E-01
1.1277,4.42E-01
1.1278,4.43E-01
1.1279,4.43E-01
1.1280,4.43E-01
1.1281,4.43E-01
1.1282,4.43E-01
1.1283,4.44E-01
1.1284,4.44E-01
1.1285,4.44E-01
1.1286,4.44E-01
1.1287,4.44E-01
1.1288,4.45E-01
1.1289,4.45E-01
1.1290,4.45E-01
1.1291,4.45E-01
1.1292,4.45E-01
1.1293,4.46E-01
1.1294,4.46E-01
1.1295,4.46E-01
1.1296,4.46E-01
1.1297,4.46E-01
1.1298,4.46E-01
1.1299,4.47E-01
1.1300,4.47E-01
1.1301,4.47E-01
1.1302,4.47E-01
1.1303,4.47E-01
1.1304,4.48E-01
1.1305,4.48E-01
1.1306,4.48E-01
1.1307,4.48E-01
1.1308,4.48E-01
1.1309,4.48E-01
1.1310,4.49E-01
1.1311,4.49E-01
1.1312,4.49E-01
1.1313,4.49E-01
1.1314,4.49E-01
1.1315,4.50E-01
1.1316,4.50E-01
1.1317,4.50E-01
1.1318,4.50E-01
1.1319,4.50E-01
1.1320,4.51E-01
1.1321,4.51E-01
1.1322,4.51E-01
1.1323,4.51E-01
1.1324,4.52E-01
1.1325,4.52E-01
1.1326,4.52E-01
1.1327,4.52E-01
1.1328,4.52E-01
1.1329,4.53E-01
1.1330,4.53E-01
1.1331,4.53E-01
1.1332,4.53E-01
1.1333,4.53E-01
1.1334,4.54E-01
1.1335,4.54E-01
1.1336,4.54E-01
1.1337,4.54E-01
1.1338,4.54E-01
1.1339,4.55E-01
1.1340,4.55E-01
1.1341,4.55E-01
1.1342,4.55E-01
1.1343,4.55E-01
1.1344,4.56E-01
1.1345,4.56E-01
1.1346,4.56E-01
1.1347,4.56E-01
1.1348,4.56E-01
1.1349,4.57E-01
1.1350,4.57E-01
1.1351,4.57E-01
1.1352,4.57E-01
1.1353,4.58E-01
1.1354,4.58E-01
1.1355,4.58E-01
1.1356,4.58E-01
1.1357,4.58E-01
1.1358,4.59E-01
1.1359,4.59E-01
1.1360,4.59E-01
1.1361,4.59E-01
1.1362,4.59E-01
1.1363,4.60E-01
1.1364,4.60E-01
1.1365,4.60E-01
1.1366,4.60E-01
1.1367,4.60E-01
1.1368,4.61E-01
1.1369,4.61E-01
1.1370,4.61E-01
1.1371,4.61E-01
1.1372,4.61E-01
1.1373,4.62E-01
1.1374,4.62E-01
1.1375,4.62E-01
1.1376,4.62E-01
1.1377,4.62E-01
1.1378,4.63E-01
1.1379,4.63E-01
1.1380,4.63E-01
1.1381,4.63E-01
1.1382,4.63E-01
1.1383,4.64E-01
1.1384,4.64E-01
1.1385,4.64E-01
1.1386,4.64E-01
1.1387,4.64E-01
1.1388,4.65E-01
1.1389,4.65E-01
1.1390,4.65E-01
1.1391,4.65E-01
1.1392,4.65E-01
1.1393,4.66E-01
1.1394,4.66E-01
1.1395,4.66E-01
1.1396,4.66E-01
1.1397,4.66E-01
1.1398,4.66E-01
1.1399,4.67E-01
1.1400,4.67E-01
1.1401,4.67E-01
1.1402,4.67E-01
1.1403,4.67E-01
1.1404,4.68E-01
1.1405,4.68E-01
1.1406,4.68E-01
1.1407,4.68E-01
1.1408,4.68E-01
1.1409,4.68E-01
1.1410,4.69E-01
1.1411,4.69E-01
1.1412,4.69E-01
1.1413,4.69E-01
1.1414,4.69E-01
1.1415,4.70E-01
1.1416,4.70E-01
1.1417,4.70E-01
1.1418,4.70E-01
1.1419,4.70E-01
1.1420,4.70E-01
1.1421,4.70E-01
1.1422,4.71E-01
1.1423,4.71E-01
1.1424,4.71E-01
1.1425,4.71E-01
1.1426,4.71E-01
1.1427,4.71E-01
1.1428,4.72E-01
1.1429,4.72E-01
1.1430,4.72E-01
1.1431,4.72E-01
1.1432,4.72E-01
1.1433,4.72E-01
1.1434,4.73E-01
1.1435,4.73E-01
1.1436,4.73E-01
1.1437,4.73E-01
1.1438,4.73E-01
1.1439,4.73E-01
1.1440,4.73E-01
1.1441,4.74E-01
1.1442,4.74E-01
1.1443,4.74E-01
1.1444,4.74E-01
1.1445,4.74E-01
1.1446,4.74E-01
1.1447,4.75E-01
1.1448,4.75E-01
1.1449,4.75E-01
1.1450,4.75E-01
1.1451,4.75E-01
1.1452,4.75E-01
1.1453,4.75E-01
1.1454,4.75E-01
1.1455,4.76E-01
1.1456,4.76E-01
1.1457,4.76E-01
1.1458,4.76E-01
1.1459,4.76E-01
1.1460,4.76E-01
1.1461,4.76E-01
1.1462,4.76E-01
1.1463,4.76E-01
1.1464,4.77E-01
1.1465,4.77E-01
1.1466,4.77E-01
1.1467,4.77E-01
1.1468,4.77E-01
1.1469,4.77E-01
1.1470,4.77E-01
1.1471,4.77E-01
1.1472,4.77E-01
1.1473,4.77E-01
1.1474,4.78E-01
1.1475,4.78E-01
1.1476,4.78E-01
1.1477,4.78E-01
1.1478,4.78E-01
1.1479,4.78E-01
1.1480,4.78E-01
1.1481,4.78E-01
1.1482,4.78E-01
1.1483,4.78E-01
1.1484,4.78E-01
1.1485,4.79E-01
1.1486,4.79E-01
1.1487,4.79E-01
1.1488,4.79E-01
1.1489,4.79E-01
1.1490,4.79E-01
1.1491,4.79E-01
1.1492,4.79E-01
1.1493,4.79E-01
1.1494,4.79E-01
1.1495,4.79E-01
1.1496,4.79E-01
1.1497,4.79E-01
1.1498,4.80E-01
1.1499,4.80E-01
1.1500,4.80E-01
1.1501,4.80E-01
1.1502,4.80E-01
1.1503,4.80E-01
1.1504,4.80E-01
1.1505,4.80E-01
1.1506,4.80E-01
1.1507,4.80E-01
1.1508,4.80E-01
1.1509,4.80E-01
1.1510,4.80E-01
1.1511,4.81E-01
1.1512,4.81E-01
1.1513,4.81E-01
1.1514,4.81E-01
1.1515,4.81E-01
1.1516,4.81E-01
1.1517,4.81E-01
1.1518,4.81E-01
1.1519,4.81E-01
1.1520,4.81E-01
1.1521,4.81E-01
1.1522,4.81E-01
1.1523,4.81E-01
1.1524,4.81E-01
1.1525,4.82E-01
1.1526,4.82E-01
1.1527,4.82E-01
1.1528,4.82E-01
1.1529,4.82E-01
1.1530,4.82E-01
1.1531,4.82E-01
1.1532,4.82E-01
1.1533,4.82E-01
1.1534,4.82E-01
1.1535,4.82E-01
1.1536,4.82E-01
1.1537,4.82E-01
1.1538,4.82E-01
1.1539,4.82E-01
1.1540,4.82E-01
1.1541,4.82E-01
1.1542,4.83E-01
1.1543,4.83E-01
1.1544,4.83E-01
1.1545,4.83E-01
1.1546,4.83E-01
1.1547,4.83E-01
1.1548,4.83E-01
1.1549,4.83E-01
1.1550,4.83E-01
1.1551,4.83E-01
1.1552,4.83E-01
1.1553,4.84E-01
1.1554,4.84E-01
1.1555,4.84E-01
1.1556,4.84E-01
1.1557,4.84E-01
1.1558,4.84E-01
1.1559,4.84E-01
1.1560,4.84E-01
1.1561,4.84E-01
1.1562,4.84E-01
1.1563,4.84E-01
1.1564,4.85E-01
1.1565,4.85E-01
1.1566,4.85E-01
1.1567,4.85E-01
1.1568,4.85E-01
1.1569,4.85E-01
1.1570,4.85E-01
1.1571,4.85E-01
1.1572,4.85E-01
1.1573,4.86E-01
1.1574,4.86E-01
1.1575,4.86E-01
1.1576,4.86E-01
1.1577,4.86E-01
1.1578,4.86E-01
1.1579,4.86E-01
1.1580,4.86E-01
1.1581,4.86E-01
1.1582,4.86E-01
1.1583,4.87E-01
1.1584,4.87E-01
1.1585,4.87E-01
1.1586,4.87E-01
1.1587,4.87E-01
1.1588,4.87E-01
1.1589,4.87E-01
1.1590,4.87E-01
1.1591,4.88E-01
1.1592,4.88E-01
1.1593,4.88E-01
1.1594,4.88E-01
1.1595,4.88E-01
1.1596,4.88E-01
1.1597,4.88E-01
1.1598,4.89E-01
1.1599,4.89E-01
1.1600,4.89E-01
1.1601,4.89E-01
1.1602,4.89E-01
1.1603,4.89E-01
1.1604,4.90E-01
1.1605,4.90E-01
1.1606,4.90E-01
1.1607,4.90E-01
1.1608,4.90E-01
1.1609,4.90E-01
1.1610,4.91E-01
1.1611,4.91E-01
1.1612,4.91E-01
1.1613,4.91E-01
1.1614,4.91E-01
1.1615,4.91E-01
1.1616,4.92E-01
1.1617,4.92E-01
1.1618,4.92E-01
1.1619,4.92E-01
1.1620,4.92E-01
1.1621,4.92E-01
1.1622,4.93E-01
1.1623,4.93E-01
1.1624,4.93E-01
1.1625,4.93E-01
1.1626,4.93E-01
1.1627,4.94E-01
1.1628,4.94E-01
1.1629,4.94E-01
1.1630,4.94E-01
1.1631,4.94E-01
1.1632,4.95E-01
1.1633,4.95E-01
1.1634,4.95E-01
1.1635,4.95E-01
1.1636,4.95E-01
1.1637,4.96E-01
1.1638,4.96E-01
1.1639,4.96E-01
1.1640,4.96E-01
1.1641,4.96E-01
1.1642,4.97E-01
1.1643,4.97E-01
1.1644,4.97E-01
1.1645,4.97E-01
1.1646,4.97E-01
1.1647,4.98E-01
1.1648,4.98E-01
1.1649,4.98E-01
1.1650,4.98E-01
1.1651,4.99E-01
1.1652,4.99E-01
1.1653,4.99E-01
1.1654,4.99E-01
1.1655,4.99E-01
1.1656,5.00E-01
1.1657,5.00E-01
1.1658,5.00E-01
1.1659,5.00E-01
1.1660,5.01E-01
1.1661,5.01E-01
1.1662,5.01E-01
1.1663,5.01E-01
1.1664,5.02E-01
1.1665,5.02E-01
1.1666,5.02E-01
1.1667,5.02E-01
1.1668,5.02E-01
1.1669,5.03E-01
1.1670,5.03E-01
1.1671,5.03E-01
1.1672,5.03E-01
1.1673,5.04E-01
1.1674,5.04E-01
1.1675,5.04E-01
1.1676,5.04E-01
1.1677,5.05E-01
1.1678,5.05E-01
1.1679,5.05E-01
1.1680,5.06E-01
1.1681,5.06E-01
1.1682,5.06E-01
1.1683,5.06E-01
1.1684,5.07E-01
1.1685,5.07E-01
1.1686,5.07E-01
1.1687,5.07E-01
1.1688,5.08E-01
1.1689,5.08E-01
1.1690,5.08E-01
1.1691,5.08E-01
1.1692,5.09E-01
1.1693,5.09E-01
1.1694,5.09E-01
1.1695,5.09E-01
1.1696,5.10E-01
1.1697,5.10E-01
1.1698,5.10E-01
1.1699,5.10E-01
1.1700,5.11E-01
1.1701,5.11E-01
1.1702,5.11E-01
1.1703,5.11E-01
1.1704,5.12E-01
1.1705,5.12E-01
1.1706,5.12E-01
1.1707,5.13E-01
1.1708,5.13E-01
1.1709,5.13E-01
1.1710,5.13E-01
1.1711,5.14E-01
1.1712,5.14E-01
1.1713,5.14E-01
1.1714,5.14E-01
1.1715,5.15E-01
1.1716,5.15E-01
1.1717,5.15E-01
1.1718,5.16E-01
1.1719,5.16E-01
1.1720,5.16E-01
1.1721,5.16E-01
1.1722,5.17E-01
1.1723,5.17E-01
1.1724,5.17E-01
1.1725,5.18E-01
1.1726,5.18E-01
1.1727,5.18E-01
1.1728,5.18E-01
1.1729,5.19E-01
1.1730,5.19E-01
1.1731,5.19E-01
1.1732,5.19E-01
1.1733,5.20E-01
1.1734,5.20E-01
1.1735,5.20E-01
1.1736,5.21E-01
1.1737,5.21E-01
1.1738,5.21E-01
1.1739,5.21E-01
1.1740,5.22E-01
1.1741,5.22E-01
1.1742,5.22E-01
1.1743,5.22E-01
1.1744,5.23E-01
1.1745,5.23E-01
1.1746,5.23E-01
1.1747,5.23E-01
1.1748,5.24E-01
1.1749,5.24E-01
1.1750,5.24E-01
1.1751,5.25E-01
1.1752,5.25E-01
1.1753,5.25E-01
1.1754,5.25E-01
1.1755,5.26E-01
1.1756,5.26E-01
1.1757,5.26E-01
1.1758,5.26E-01
1.1759,5.27E-01
1.1760,5.27E-01
1.1761,5.27E-01
1.1762,5.27E-01
1.1763,5.28E-01
1.1764,5.28E-01
1.1765,5.28E-01
1.1766,5.29E-01
1.1767,5.29E-01
1.1768,5.29E-01
1.1769,5.29E-01
1.1770,5.30E-01
1.1771,5.30E-01
1.1772,5.30E-01
1.1773,5.30E-01
1.1774,5.31E-01
1.1775,5.31E-01
1.1776,5.31E-01
1.1777,5.31E-01
1.1778,5.32E-01
1.1779,5.32E-01
1.1780,5.32E-01
1.1781,5.32E-01
1.1782,5.33E-01
1.1783,5.33E-01
1.1784,5.33E-01
1.1785,5.33E-01
1.1786,5.34E-01
1.1787,5.34E-01
1.1788,5.34E-01
1.1789,5.34E-01
1.1790,5.35E-01
1.1791,5.35E-01
1.1792,5.35E-01
1.1793,5.36E-01
1.1794,5.36E-01
1.1795,5.36E-01
1.1796,5.36E-01
1.1797,5.37E-01
1.1798,5.37E-01
1.1799,5.37E-01
1.1800,5.37E-01
1.1801,5.37E-01
1.1802,5.38E-01
1.1803,5.38E-01
1.1804,5.38E-01
1.1805,5.38E-01
1.1806,5.39E-01
1.1807,5.39E-01
1.1808,5.39E-01
1.1809,5.39E-01
1.1810,5.40E-01
1.1811,5.40E-01
1.1812,5.40E-01
1.1813,5.40E-01
1.1814,5.41E-01
1.1815,5.41E-01
1.1816,5.41E-01
1.1817,5.41E-01
1.1818,5.42E-01
1.1819,5.42E-01
1.1820,5.42E-01
1.1821,5.42E-01
1.1822,5.43E-01
1.1823,5.43E-01
1.1824,5.43E-01
1.1825,5.43E-01
1.1826,5.44E-01
1.1827,5.44E-01
1.1828,5.44E-01
1.1829,5.44E-01
1.1830,5.44E-01
1.1831,5.45E-01
1.1832,5.45E-01
1.1833,5.45E-01
1.1834,5.45E-01
1.1835,5.46E-01
1.1836,5.46E-01
1.1837,5.46E-01
1.1838,5.46E-01
1.1839,5.46E-01
1.1840,5.47E-01
1.1841,5.47E-01
1.1842,5.47E-01
1.1843,5.47E-01
1.1844,5.47E-01
1.1845,5.48E-01
1.1846,5.48E-01
1.1847,5.48E-01
1.1848,5.48E-01
1.1849,5.48E-01
1.1850,5.49E-01
1.1851,5.49E-01
1.1852,5.49E-01
1.1853,5.49E-01
1.1854,5.49E-01
1.1855,5.50E-01
1.1856,5.50E-01
1.1857,5.50E-01
1.1858,5.50E-01
1.1859,5.50E-01
1.1860,5.51E-01
1.1861,5.51E-01
1.1862,5.51E-01
1.1863,5.51E-01
1.1864,5.51E-01
1.1865,5.52E-01
1.1866,5.52E-01
1.1867,5.52E-01
1.1868,5.52E-01
1.1869,5.52E-01
1.1870,5.53E-01
1.1871,5.53E-01
1.1872,5.53E-01
1.1873,5.53E-01
1.1874,5.53E-01
1.1875,5.54E-01
1.1876,5.54E-01
1.1877,5.54E-01
1.1878,5.54E-01
1.1879,5.54E-01
1.1880,5.55E-01
1.1881,5.55E-01
1.1882,5.55E-01
1.1883,5.55E-01
1.1884,5.55E-01
1.1885,5.55E-01
1.1886,5.56E-01
1.1887,5.56E-01
1.1888,5.56E-01
1.1889,5.56E-01
1.1890,5.56E-01
1.1891,5.57E-01
1.1892,5.57E-01
1.1893,5.57E-01
1.1894,5.57E-01
1.1895,5.57E-01
1.1896,5.57E-01
1.1897,5.58E-01
1.1898,5.58E-01
1.1899,5.58E-01
1.1900,5.58E-01
1.1901,5.58E-01
1.1902,5.58E-01
1.1903,5.59E-01
1.1904,5.59E-01
1.1905,5.59E-01
1.1906,5.59E-01
1.1907,5.59E-01
1.1908,5.60E-01
1.1909,5.60E-01
1.1910,5.60E-01
1.1911,5.60E-01
1.1912,5.60E-01
1.1913,5.60E-01
1.1914,5.61E-01
1.1915,5.61E-01
1.1916,5.61E-01
1.1917,5.61E-01
1.1918,5.61E-01
1.1919,5.61E-01
1.1920,5.62E-01
1.1921,5.62E-01
1.1922,5.62E-01
1.1923,5.62E-01
1.1924,5.62E-01
1.1925,5.62E-01
1.1926,5.63E-01
1.1927,5.63E-01
1.1928,5.63E-01
1.1929,5.63E-01
1.1930,5.63E-01
1.1931,5.64E-01
1.1932,5.64E-01
1.1933,5.64E-01
1.1934,5.64E-01
1.1935,5.64E-01
1.1936,5.64E-01
1.1937,5.65E-01
1.1938,5.65E-01
1.1939,5.65E-01
1.1940,5.65E-01
1.1941,5.65E-01
1.1942,5.65E-01
1.1943,5.66E-01
1.1944,5.66E-01
1.1945,5.66E-01
1.1946,5.66E-01
1.1947,5.66E-01
1.1948,5.66E-01
1.1949,5.67E-01
1.1950,5.67E-01
1.1951,5.67E-01
1.1952,5.67E-01
1.1953,5.67E-01
1.1954,5.67E-01
1.1955,5.68E-01
1.1956,5.68E-01
1.1957,5.68E-01
1.1958,5.68E-01
1.1959,5.68E-01
1.1960,5.69E-01
1.1961,5.69E-01
1.1962,5.69E-01
1.1963,5.69E-01
1.1964,5.69E-01
1.1965,5.69E-01
1.1966,5.70E-01
1.1967,5.70E-01
1.1968,5.70E-01
1.1969,5.70E-01
1.1970,5.70E-01
1.1971,5.71E-01
1.1972,5.71E-01
1.1973,5.71E-01
1.1974,5.71E-01
1.1975,5.71E-01
1.1976,5.71E-01
1.1977,5.72E-01
1.1978,5.72E-01
1.1979,5.72E-01
1.1980,5.72E-01
1.1981,5.72E-01
1.1982,5.73E-01
1.1983,5.73E-01
1.1984,5.73E-01
1.1985,5.73E-01
1.1986,5.73E-01
1.1987,5.73E-01
1.1988,5.74E-01
1.1989,5.74E-01
1.1990,5.74E-01
1.1991,5.74E-01
1.1992,5.74E-01
1.1993,5.75E-01
1.1994,5.75E-01
1.1995,5.75E-01
1.1996,5.75E-01
1.1997,5.75E-01
1.1998,5.76E-01
1.1999,5.76E-01
1.2000,5.76E-01
1.2001,5.76E-01
1.2002,5.76E-01
1.2003,5.76E-01
1.2004,5.77E-01
1.2005,5.77E-01
1.2006,5.77E-01
1.2007,5.77E-01
1.2008,5.77E-01
1.2009,5.78E-01
1.2010,5.78E-01
1.2011,5.78E-01
1.2012,5.78E-01
1.2013,5.78E-01
1.2014,5.79E-01
1.2015,5.79E-01
1.2016,5.79E-01
1.2017,5.79E-01
1.2018,5.79E-01
1.2019,5.79E-01
1.2020,5.80E-01
1.2021,5.80E-01
1.2022,5.80E-01
1.2023,5.80E-01
1.2024,5.80E-01
1.2025,5.81E-01
1.2026,5.81E-01
1.2027,5.81E-01
1.2028,5.81E-01
1.2029,5.81E-01
1.2030,5.81E-01
1.2031,5.82E-01
1.2032,5.82E-01
1.2033,5.82E-01
1.2034,5.82E-01
1.2035,5.82E-01
1.2036,5.83E-01
1.2037,5.83E-01
1.2038,5.83E-01
1.2039,5.83E-01
1.2040,5.83E-01
1.2041,5.83E-01
1.2042,5.84E-01
1.2043,5.84E-01
1.2044,5.84E-01
1.2045,5.84E-01
1.2046,5.84E-01
1.2047,5.85E-01
1.2048,5.85E-01
1.2049,5.85E-01
1.2050,5.85E-01
1.2051,5.85E-01
1.2052,5.85E-01
1.2053,5.86E-01
1.2054,5.86E-01
1.2055,5.86E-01
1.2056,5.86E-01
1.2057,5.86E-01
1.2058,5.86E-01
1.2059,5.87E-01
1.2060,5.87E-01
1.2061,5.87E-01
1.2062,5.87E-01
1.2063,5.87E-01
1.2064,5.87E-01
1.2065,5.88E-01
1.2066,5.88E-01
1.2067,5.88E-01
1.2068,5.88E-01
1.2069,5.88E-01
1.2070,5.88E-01
1.2071,5.89E-01
1.2072,5.89E-01
1.2073,5.89E-01
1.2074,5.89E-01
1.2075,5.89E-01
1.2076,5.89E-01
1.2077,5.90E-01
1.2078,5.90E-01
1.2079,5.90E-01
1.2080,5.90E-01
1.2081,5.90E-01
1.2082,5.90E-01
1.2083,5.90E-01
1.2084,5.91E-01
1.2085,5.91E-01
1.2086,5.91E-01
1.2087,5.91E-01
1.2088,5.91E-01
1.2089,5.91E-01
1.2090,5.92E-01
1.2091,5.92E-01
1.2092,5.92E-01
1.2093,5.92E-01
1.2094,5.92E-01
1.2095,5.92E-01
1.2096,5.92E-01
1.2097,5.93E-01
1.2098,5.93E-01
1.2099,5.93E-01
1.2100,5.93E-01
1.2101,5.93E-01
1.2102,5.93E-01
1.2103,5.93E-01
1.2104,5.94E-01
1.2105,5.94E-01
1.2106,5.94E-01
1.2107,5.94E-01
1.2108,5.94E-01
1.2109,5.94E-01
1.2110,5.94E-01
1.2111,5.95E-01
1.2112,5.95E-01
1.2113,5.95E-01
1.2114,5.95E-01
1.2115,5.95E-01
1.2116,5.95E-01
1.2117,5.95E-01
1.2118,5.96E-01
1.2119,5.96E-01
1.2120,5.96E-01
1.2121,5.96E-01
1.2122,5.96E-01
1.2123,5.96E-01
1.2124,5.96E-01
1.2125,5.97E-01
1.2126,5.97E-01
1.2127,5.97E-01
1.2128,5.97E-01
1.2129,5.97E-01
1.2130,5.97E-01
1.2131,5.97E-01
1.2132,5.98E-01
1.2133,5.98E-01
1.2134,5.98E-01
1.2135,5.98E-01
1.2136,5.98E-01
1.2137,5.98E-01
1.2138,5.98E-01
1.2139,5.99E-01
1.2140,5.99E-01
1.2141,5.99E-01
1.2142,5.99E-01
1.2143,5.99E-01
1.2144,5.99E-01
1.2145,5.99E-01
1.2146,6.00E-01
1.2147,6.00E-01
1.2148,6.00E-01
1.2149,6.00E-01
1.2150,6.00E-01
1.2151,6.00E-01
1.2152,6.01E-01
1.2153,6.01E-01
1.2154,6.01E-01
1.2155,6.01E-01
1.2156,6.01E-01
1.2157,6.01E-01
1.2158,6.01E-01
1.2159,6.02E-01
1.2160,6.02E-01
1.2161,6.02E-01
1.2162,6.02E-01
1.2163,6.02E-01
1.2164,6.02E-01
1.2165,6.03E-01
1.2166,6.03E-01
1.2167,6.03E-01
1.2168,6.03E-01
1.2169,6.03E-01
1.2170,6.03E-01
1.2171,6.04E-01
1.2172,6.04E-01
1.2173,6.04E-01
1.2174,6.04E-01
1.2175,6.04E-01
1.2176,6.04E-01
1.2177,6.05E-01
1.2178,6.05E-01
1.2179,6.05E-01
1.2180,6.05E-01
1.2181,6.05E-01
1.2182,6.05E-01
1.2183,6.06E-01
1.2184,6.06E-01
1.2185,6.06E-01
1.2186,6.06E-01
1.2187,6.06E-01
1.2188,6.06E-01
1.2189,6.07E-01
1.2190,6.07E-01
1.2191,6.07E-01
1.2192,6.07E-01
1.2193,6.07E-01
1.2194,6.07E-01
1.2195,6.08E-01
1.2196,6.08E-01
1.2197,6.08E-01
1.2198,6.08E-01
1.2199,6.08E-01
1.2200,6.08E-01
1.2201,6.09E-01
1.2202,6.09E-01
1.2203,6.09E-01
1.2204,6.09E-01
1.2205,6.09E-01
1.2206,6.09E-01
1.2207,6.10E-01
1.2208,6.10E-01
1.2209,6.10E-01
1.2210,6.10E-01
1.2211,6.10E-01
1.2212,6.10E-01
1.2213,6.11E-01
1.2214,6.11E-01
1.2215,6.11E-01
1.2216,6.11E-01
1.2217,6.11E-01
1.2218,6.11E-01
1.2219,6.12E-01
1.2220,6.12E-01
1.2221,6.12E-01
1.2222,6.12E-01
1.2223,6.12E-01
1.2224,6.12E-01
1.2225,6.13E-01
1.2226,6.13E-01
1.2227,6.13E-01
1.2228,6.13E-01
1.2229,6.13E-01
1.2230,6.14E-01
1.2231,6.14E-01
1.2232,6.14E-01
1.2233,6.14E-01
1.2234,6.14E-01
1.2235,6.14E-01
1.2236,6.15E-01
1.2237,6.15E-01
1.2238,6.15E-01
1.2239,6.15E-01
1.2240,6.15E-01
1.2241,6.15E-01
1.2242,6.16E-01
1.2243,6.16E-01
1.2244,6.16E-01
1.2245,6.16E-01
1.2246,6.16E-01
