# lambda [um], beta [deg], x [micron]
1.8996997,-195.2324011,-195.2324011
1.900900901,-195.9446697,-195.9446697
1.902102102,-196.6569329,-196.6569329
1.903303303,-197.3691905,-197.3691905
1.904504505,-198.0814422,-198.0814422
1.905705706,-198.7936877,-198.7936877
1.906906907,-199.5059268,-199.5059268
1.908108108,-200.218159,-200.218159
1.909309309,-200.930384,-200.930384
1.910510511,-201.6426014,-201.6426014
1.911711712,-202.3548107,-202.3548107
1.912912913,-203.0670117,-203.0670117
1.914114114,-203.7792037,-203.7792037
1.915315315,-204.4913863,-204.4913863
1.916516517,-205.203559,-205.203559
1.917717718,-205.9157212,-205.9157212
1.918918919,-206.6278724,-206.6278724
1.92012012,-207.340012,-207.340012
1.921321321,-208.0521392,-208.0521392
1.922522523,-208.7642536,-208.7642536
1.923723724,-209.4763543,-209.4763543
1.924924925,-210.1884408,-210.1884408
1.926126126,-210.9005122,-210.9005122
1.927327327,-211.6125679,-211.6125679
1.928528529,-212.3246069,-212.3246069
1.92972973,-213.0366286,-213.0366286
1.930930931,-213.748632,-213.748632
1.932132132,-214.4606163,-214.4606163
1.933333333,-215.1725805,-215.1725805
1.934534535,-215.8845238,-215.8845238
1.935735736,-216.5964452,-216.5964452
1.936936937,-217.3083437,-217.3083437
1.938138138,-218.0202182,-218.0202182
1.939339339,-218.7320678,-218.7320678
1.940540541,-219.4438913,-219.4438913
1.941741742,-220.1556876,-220.1556876
1.942942943,-220.8674556,-220.8674556
1.944144144,-221.5791941,-221.5791941
1.945345345,-222.2909019,-222.2909019
1.946546547,-223.0025778,-223.0025778
1.947747748,-223.7142204,-223.7142204
1.948948949,-224.4258286,-224.4258286
1.95015015,-225.1374009,-225.1374009
1.951351351,-225.8489361,-225.8489361
1.952552553,-226.5604326,-226.5604326
1.953753754,-227.2718891,-227.2718891
1.954954955,-227.9833042,-227.9833042
1.956156156,-228.6946762,-228.6946762
1.957357357,-229.4060038,-229.4060038
1.958558559,-230.1172852,-230.1172852
1.95975976,-230.8285191,-230.8285191
1.960960961,-231.5397036,-231.5397036
1.962162162,-232.2508371,-232.2508371
1.963363363,-232.961918,-232.961918
1.964564565,-233.6729445,-233.6729445
1.965765766,-234.3839148,-234.3839148
1.966966967,-235.0948272,-235.0948272
1.968168168,-235.8056797,-235.8056797
1.969369369,-236.5164706,-236.5164706
1.970570571,-237.2271978,-237.2271978
1.971771772,-237.9378595,-237.9378595
1.972972973,-238.6484537,-238.6484537
1.974174174,-239.3589783,-239.3589783
1.975375375,-240.0694312,-240.0694312
1.976576577,-240.7798105,-240.7798105
1.977777778,-241.4901139,-241.4901139
1.978978979,-242.2003393,-242.2003393
1.98018018,-242.9104845,-242.9104845
1.981381381,-243.6205471,-243.6205471
1.982582583,-244.330525,-244.330525
1.983783784,-245.0404158,-245.0404158
1.984984985,-245.7502172,-245.7502172
1.986186186,-246.4599266,-246.4599266
1.987387387,-247.1695418,-247.1695418
1.988588589,-247.8790601,-247.8790601
1.98978979,-248.5884791,-248.5884791
1.990990991,-249.2977962,-249.2977962
1.992192192,-250.0070089,-250.0070089
1.993393393,-250.7161143,-250.7161143
1.994594595,-251.42511,-251.42511
1.995795796,-252.1339931,-252.1339931
1.996996997,-252.8427608,-252.8427608
1.998198198,-253.5514104,-253.5514104
1.999399399,-254.2599389,-254.2599389
2.000600601,-254.9683436,-254.9683436
2.001801802,-255.6766214,-255.6766214
2.003003003,-256.3847694,-256.3847694
2.004204204,-257.0927845,-257.0927845
2.005405405,-257.8006637,-257.8006637
2.006606607,-258.5084038,-258.5084038
2.007807808,-259.2160017,-259.2160017
2.009009009,-259.9234541,-259.9234541
2.01021021,-260.6307579,-260.6307579
2.011411411,-261.3379098,-261.3379098
2.012612613,-262.0449063,-262.0449063
2.013813814,-262.7517441,-262.7517441
2.015015015,-263.4584198,-263.4584198
2.016216216,-264.1649299,-264.1649299
2.017417417,-264.8712708,-264.8712708
2.018618619,-265.5774391,-265.5774391
2.01981982,-266.283431,-266.283431
2.021021021,-266.9892429,-266.9892429
2.022222222,-267.6948711,-267.6948711
2.023423423,-268.4003119,-268.4003119
2.024624625,-269.1055613,-269.1055613
2.025825826,-269.8106156,-269.8106156
2.027027027,-270.5154709,-270.5154709
2.028228228,-271.2201232,-271.2201232
2.029429429,-271.9245684,-271.9245684
2.030630631,-272.6288026,-272.6288026
2.031831832,-273.3328216,-273.3328216
2.033033033,-274.0366213,-274.0366213
2.034234234,-274.7401974,-274.7401974
2.035435435,-275.4435458,-275.4435458
2.036636637,-276.146662,-276.146662
2.037837838,-276.8495418,-276.8495418
2.039039039,-277.5521806,-277.5521806
2.04024024,-278.2545742,-278.2545742
2.041441441,-278.9567178,-278.9567178
2.042642643,-279.658607,-279.658607
2.043843844,-280.3602372,-280.3602372
2.045045045,-281.0616036,-281.0616036
2.046246246,-281.7627015,-281.7627015
2.047447447,-282.4635262,-282.4635262
2.048648649,-283.1640728,-283.1640728
2.04984985,-283.8643365,-283.8643365
2.051051051,-284.5643121,-284.5643121
2.052252252,-285.2639949,-285.2639949
2.053453453,-285.9633796,-285.9633796
2.054654655,-286.6624612,-286.6624612
2.055855856,-287.3612346,-287.3612346
2.057057057,-288.0596944,-288.0596944
2.058258258,-288.7578354,-288.7578354
2.059459459,-289.4556523,-289.4556523
2.060660661,-290.1531397,-290.1531397
2.061861862,-290.850292,-290.850292
2.063063063,-291.5471039,-291.5471039
2.064264264,-292.2435697,-292.2435697
2.065465465,-292.9396837,-292.9396837
2.066666667,-293.6354403,-293.6354403
2.067867868,-294.3308338,-294.3308338
2.069069069,-295.0258583,-295.0258583
2.07027027,-295.720508,-295.720508
2.071471471,-296.4147769,-296.4147769
2.072672673,-297.108659,-297.108659
2.073873874,-297.8021484,-297.8021484
2.075075075,-298.4952387,-298.4952387
2.076276276,-299.187924,-299.187924
2.077477477,-299.880198,-299.880198
2.078678679,-300.5720543,-300.5720543
2.07987988,-301.2634866,-301.2634866
2.081081081,-301.9544884,-301.9544884
2.082282282,-302.6450534,-302.6450534
2.083483483,-303.3351749,-303.3351749
2.084684685,-304.0248462,-304.0248462
2.085885886,-304.7140608,-304.7140608
2.087087087,-305.4028119,-305.4028119
2.088288288,-306.0910927,-306.0910927
2.089489489,-306.7788963,-306.7788963
2.090690691,-307.4662157,-307.4662157
2.091891892,-308.1530439,-308.1530439
2.093093093,-308.8393739,-308.8393739
2.094294294,-309.5251986,-309.5251986
2.095495495,-310.2105106,-310.2105106
2.096696697,-310.8953028,-310.8953028
2.097897898,-311.5795678,-311.5795678
2.099099099,-312.2632982,-312.2632982
2.1003003,-312.9464865,-312.9464865
2.101501502,-313.6291251,-313.6291251
2.102702703,-314.3112065,-314.3112065
2.103903904,-314.9927229,-314.9927229
2.105105105,-315.6736666,-315.6736666
2.106306306,-316.3540298,-316.3540298
2.107507508,-317.0338045,-317.0338045
2.108708709,-317.7129828,-317.7129828
2.10990991,-318.3915567,-318.3915567
2.111111111,-319.069518,-319.069518
2.112312312,-319.7468585,-319.7468585
2.113513514,-320.42357,-320.42357
2.114714715,-321.0996442,-321.0996442
2.115915916,-321.7750726,-321.7750726
2.117117117,-322.4498468,-322.4498468
2.118318318,-323.1239583,-323.1239583
2.11951952,-323.7973983,-323.7973983
2.120720721,-324.4701582,-324.4701582
2.121921922,-325.1422292,-325.1422292
2.123123123,-325.8136025,-325.8136025
2.124324324,-326.4842691,-326.4842691
2.125525526,-327.1542201,-327.1542201
2.126726727,-327.8234463,-327.8234463
2.127927928,-328.4919387,-328.4919387
2.129129129,-329.1596878,-329.1596878
2.13033033,-329.8266846,-329.8266846
2.131531532,-330.4929195,-330.4929195
2.132732733,-331.1583831,-331.1583831
2.133933934,-331.8230658,-331.8230658
2.135135135,-332.4869581,-332.4869581
2.136336336,-333.1500502,-333.1500502
2.137537538,-333.8123323,-333.8123323
2.138738739,-334.4737946,-334.4737946
2.13993994,-335.1344271,-335.1344271
2.141141141,-335.7942198,-335.7942198
2.142342342,-336.4531626,-336.4531626
2.143543544,-337.1112453,-337.1112453
2.144744745,-337.7684576,-337.7684576
2.145945946,-338.4247891,-338.4247891
2.147147147,-339.0802295,-339.0802295
2.148348348,-339.7347682,-339.7347682
2.14954955,-340.3883945,-340.3883945
2.150750751,-341.0410979,-341.0410979
2.151951952,-341.6928675,-341.6928675
2.153153153,-342.3436925,-342.3436925
2.154354354,-342.9935619,-342.9935619
2.155555556,-343.6424648,-343.6424648
2.156756757,-344.2903898,-344.2903898
2.157957958,-344.937326,-344.937326
2.159159159,-345.583262,-345.583262
2.16036036,-346.2281863,-346.2281863
2.161561562,-346.8720876,-346.8720876
2.162762763,-347.5149543,-347.5149543
2.163963964,-348.1567747,-348.1567747
2.165165165,-348.7975372,-348.7975372
2.166366366,-349.4372298,-349.4372298
2.167567568,-350.0758408,-350.0758408
2.168768769,-350.713358,-350.713358
2.16996997,-351.3497694,-351.3497694
2.171171171,-351.9850628,-351.9850628
2.172372372,-352.619226,-352.619226
2.173573574,-353.2522465,-353.2522465
2.174774775,-353.884112,-353.884112
2.175975976,-354.5148098,-354.5148098
2.177177177,-355.1443273,-355.1443273
2.178378378,-355.7726518,-355.7726518
2.17957958,-356.3997705,-356.3997705
2.180780781,-357.0256704,-357.0256704
2.181981982,-357.6503386,-357.6503386
2.183183183,-358.2737618,-358.2737618
2.184384384,-358.8959269,-358.8959269
2.185585586,-359.5168206,-359.5168206
2.186786787,-360.1364294,-360.1364294
2.187987988,-360.75474,-360.75474
2.189189189,-361.3717386,-361.3717386
2.19039039,-361.9874117,-361.9874117
2.191591592,-362.6017453,-362.6017453
2.192792793,-363.2147256,-363.2147256
2.193993994,-363.8263387,-363.8263387
2.195195195,-364.4365703,-364.4365703
2.196396396,-365.0454064,-365.0454064
2.197597598,-365.6528327,-365.6528327
2.198798799,-366.2588347,-366.2588347
2.2,-366.863398,-366.863398
