# lambda [um], beta [deg], x [micron]
7.250000e-01,2.136948e+00,4.268730e+03
7.300000e-01,2.126555e+00,4.247952e+03
7.350000e-01,2.116346e+00,4.227539e+03
7.400000e-01,2.106314e+00,4.207481e+03
7.450000e-01,2.096454e+00,4.187767e+03
7.500000e-01,2.086761e+00,4.168388e+03
7.550000e-01,2.077231e+00,4.149334e+03
7.600000e-01,2.067858e+00,4.130596e+03
7.650000e-01,2.058639e+00,4.112164e+03
7.700000e-01,2.049568e+00,4.094030e+03
7.750000e-01,2.040642e+00,4.076186e+03
7.800000e-01,2.031857e+00,4.058623e+03
7.850000e-01,2.023209e+00,4.041333e+03
7.900000e-01,2.014693e+00,4.024310e+03
7.950000e-01,2.006307e+00,4.007545e+03
8.000000e-01,1.998047e+00,3.991031e+03
8.050000e-01,1.989908e+00,3.974762e+03
8.100000e-01,1.981889e+00,3.958731e+03
8.150000e-01,1.973985e+00,3.942931e+03
8.200000e-01,1.966194e+00,3.927357e+03
8.250000e-01,1.958513e+00,3.912001e+03
8.300000e-01,1.950938e+00,3.896859e+03
8.350000e-01,1.943467e+00,3.881925e+03
8.400000e-01,1.936097e+00,3.867192e+03
8.450000e-01,1.928825e+00,3.852657e+03
8.500000e-01,1.921649e+00,3.838313e+03
8.550000e-01,1.914566e+00,3.824155e+03
8.600000e-01,1.907575e+00,3.810180e+03
8.650000e-01,1.900671e+00,3.796381e+03
8.700000e-01,1.893854e+00,3.782754e+03
8.750000e-01,1.887121e+00,3.769296e+03
8.800000e-01,1.880470e+00,3.756001e+03
8.850000e-01,1.873898e+00,3.742866e+03
8.900000e-01,1.867404e+00,3.729886e+03
8.950000e-01,1.860986e+00,3.717057e+03
9.000000e-01,1.854642e+00,3.704377e+03
9.050000e-01,1.848369e+00,3.691839e+03
9.100000e-01,1.842167e+00,3.679443e+03
9.150000e-01,1.836033e+00,3.667182e+03
9.200000e-01,1.829965e+00,3.655056e+03
9.250000e-01,1.823963e+00,3.643059e+03
9.300000e-01,1.818024e+00,3.631189e+03
9.350000e-01,1.812147e+00,3.619442e+03
9.400000e-01,1.806330e+00,3.607816e+03
9.450000e-01,1.800572e+00,3.596307e+03
9.500000e-01,1.794871e+00,3.584913e+03
9.550000e-01,1.789226e+00,3.573631e+03
9.600000e-01,1.783635e+00,3.562458e+03
9.650000e-01,1.778098e+00,3.551391e+03
9.700000e-01,1.772613e+00,3.540429e+03
9.750000e-01,1.767178e+00,3.529567e+03
9.800000e-01,1.761793e+00,3.518804e+03
9.850000e-01,1.756456e+00,3.508138e+03
9.900000e-01,1.751165e+00,3.497565e+03
9.950000e-01,1.745921e+00,3.487085e+03
1.000000e+00,1.740722e+00,3.476694e+03
1.005000e+00,1.735566e+00,3.466390e+03
1.010000e+00,1.730453e+00,3.456172e+03
1.015000e+00,1.725382e+00,3.446037e+03
1.020000e+00,1.720351e+00,3.435983e+03
1.025000e+00,1.715360e+00,3.426008e+03
1.030000e+00,1.710407e+00,3.416111e+03
1.035000e+00,1.705492e+00,3.406289e+03
1.040000e+00,1.700614e+00,3.396540e+03
1.045000e+00,1.695772e+00,3.386864e+03
1.050000e+00,1.690965e+00,3.377258e+03
1.055000e+00,1.686193e+00,3.367721e+03
1.060000e+00,1.681454e+00,3.358250e+03
1.065000e+00,1.676747e+00,3.348844e+03
1.070000e+00,1.672072e+00,3.339502e+03
1.075000e+00,1.667429e+00,3.330223e+03
1.080000e+00,1.662815e+00,3.321004e+03
1.085000e+00,1.658232e+00,3.311844e+03
1.090000e+00,1.653677e+00,3.302742e+03
1.095000e+00,1.649150e+00,3.293696e+03
1.100000e+00,1.644651e+00,3.284706e+03
1.105000e+00,1.640179e+00,3.275769e+03
1.110000e+00,1.635733e+00,3.266884e+03
1.115000e+00,1.631312e+00,3.258051e+03
1.120000e+00,1.626917e+00,3.249268e+03
1.125000e+00,1.622546e+00,3.240533e+03
1.130000e+00,1.618198e+00,3.231846e+03
1.135000e+00,1.613874e+00,3.223205e+03
1.140000e+00,1.609572e+00,3.214609e+03
1.145000e+00,1.605293e+00,3.206058e+03
1.150000e+00,1.601035e+00,3.197549e+03
1.155000e+00,1.596798e+00,3.189083e+03
1.160000e+00,1.592581e+00,3.180657e+03
1.165000e+00,1.588385e+00,3.172271e+03
1.170000e+00,1.584207e+00,3.163925e+03
1.175000e+00,1.580049e+00,3.155616e+03
1.180000e+00,1.575910e+00,3.147344e+03
1.185000e+00,1.571788e+00,3.139109e+03
1.190000e+00,1.567684e+00,3.130909e+03
1.195000e+00,1.563597e+00,3.122743e+03
1.200000e+00,1.559527e+00,3.114610e+03
1.205000e+00,1.555474e+00,3.106510e+03
1.210000e+00,1.551436e+00,3.098442e+03
1.215000e+00,1.547413e+00,3.090405e+03
1.220000e+00,1.543406e+00,3.082397e+03
1.225000e+00,1.539413e+00,3.074420e+03
1.230000e+00,1.535435e+00,3.066471e+03
1.235000e+00,1.531471e+00,3.058549e+03
1.240000e+00,1.527520e+00,3.050655e+03
1.245000e+00,1.523582e+00,3.042787e+03
1.250000e+00,1.519657e+00,3.034945e+03
1.255000e+00,1.515745e+00,3.027128e+03
1.260000e+00,1.511845e+00,3.019336e+03
1.265000e+00,1.507957e+00,3.011567e+03
1.270000e+00,1.504080e+00,3.003821e+03
1.275000e+00,1.500214e+00,2.996097e+03
1.280000e+00,1.496359e+00,2.988395e+03
1.285000e+00,1.492515e+00,2.980715e+03
1.290000e+00,1.488681e+00,2.973055e+03
1.295000e+00,1.484858e+00,2.965415e+03
1.300000e+00,1.481043e+00,2.957794e+03
1.305000e+00,1.477239e+00,2.950192e+03
1.310000e+00,1.473443e+00,2.942608e+03
1.315000e+00,1.469656e+00,2.935043e+03
1.320000e+00,1.465878e+00,2.927494e+03
1.325000e+00,1.462108e+00,2.919962e+03
1.330000e+00,1.458346e+00,2.912446e+03
1.335000e+00,1.454593e+00,2.904946e+03
1.340000e+00,1.450846e+00,2.897461e+03
1.345000e+00,1.447107e+00,2.889991e+03
1.350000e+00,1.443375e+00,2.882535e+03
1.355000e+00,1.439650e+00,2.875092e+03
1.360000e+00,1.435932e+00,2.867663e+03
1.365000e+00,1.432220e+00,2.860247e+03
1.370000e+00,1.428514e+00,2.852843e+03
1.375000e+00,1.424814e+00,2.845452e+03
1.380000e+00,1.421120e+00,2.838071e+03
1.385000e+00,1.417432e+00,2.830702e+03
1.390000e+00,1.413749e+00,2.823344e+03
1.395000e+00,1.410071e+00,2.815996e+03
1.400000e+00,1.406398e+00,2.808658e+03
1.405000e+00,1.402730e+00,2.801329e+03
1.410000e+00,1.399066e+00,2.794010e+03
1.415000e+00,1.395407e+00,2.786699e+03
1.420000e+00,1.391752e+00,2.779397e+03
1.425000e+00,1.388101e+00,2.772103e+03
1.430000e+00,1.384453e+00,2.764816e+03
1.435000e+00,1.380810e+00,2.757537e+03
1.440000e+00,1.377170e+00,2.750265e+03
1.445000e+00,1.373533e+00,2.743000e+03
1.450000e+00,1.369900e+00,2.735741e+03
1.455000e+00,1.366269e+00,2.728488e+03
1.460000e+00,1.362642e+00,2.721240e+03
1.465000e+00,1.359017e+00,2.713999e+03
1.470000e+00,1.355394e+00,2.706762e+03
1.475000e+00,1.351774e+00,2.699530e+03
1.480000e+00,1.348157e+00,2.692303e+03
1.485000e+00,1.344541e+00,2.685079e+03
1.490000e+00,1.340927e+00,2.677860e+03
1.495000e+00,1.337315e+00,2.670645e+03
1.500000e+00,1.333705e+00,2.663432e+03
1.505000e+00,1.330096e+00,2.656223e+03
1.510000e+00,1.326489e+00,2.649017e+03
1.515000e+00,1.322883e+00,2.641813e+03
1.520000e+00,1.319278e+00,2.634612e+03
1.525000e+00,1.315675e+00,2.627412e+03
1.530000e+00,1.312072e+00,2.620215e+03
1.535000e+00,1.308470e+00,2.613019e+03
1.540000e+00,1.304868e+00,2.605824e+03
1.545000e+00,1.301267e+00,2.598630e+03
1.550000e+00,1.297667e+00,2.591438e+03
1.555000e+00,1.294066e+00,2.584246e+03
1.560000e+00,1.290466e+00,2.577054e+03
1.565000e+00,1.286866e+00,2.569862e+03
1.570000e+00,1.283266e+00,2.562671e+03
1.575000e+00,1.279666e+00,2.555479e+03
1.580000e+00,1.276066e+00,2.548287e+03
1.585000e+00,1.272465e+00,2.541094e+03
1.590000e+00,1.268864e+00,2.533900e+03
1.595000e+00,1.265262e+00,2.526705e+03
1.600000e+00,1.261660e+00,2.519508e+03
1.605000e+00,1.258057e+00,2.512311e+03
1.610000e+00,1.254453e+00,2.505111e+03
1.615000e+00,1.250848e+00,2.497910e+03
1.620000e+00,1.247242e+00,2.490707e+03
1.625000e+00,1.243634e+00,2.483501e+03
1.630000e+00,1.240026e+00,2.476293e+03
1.635000e+00,1.236417e+00,2.469083e+03
1.640000e+00,1.232806e+00,2.461869e+03
1.645000e+00,1.229193e+00,2.454653e+03
1.650000e+00,1.225579e+00,2.447434e+03
1.655000e+00,1.221963e+00,2.440211e+03
1.660000e+00,1.218346e+00,2.432985e+03
1.665000e+00,1.214727e+00,2.425755e+03
1.670000e+00,1.211105e+00,2.418522e+03
1.675000e+00,1.207482e+00,2.411285e+03
1.680000e+00,1.203857e+00,2.404043e+03
1.685000e+00,1.200230e+00,2.396798e+03
1.690000e+00,1.196601e+00,2.389548e+03
1.695000e+00,1.192969e+00,2.382293e+03
1.700000e+00,1.189335e+00,2.375034e+03
1.705000e+00,1.185698e+00,2.367770e+03
1.710000e+00,1.182059e+00,2.360502e+03
1.715000e+00,1.178418e+00,2.353228e+03
1.720000e+00,1.174774e+00,2.345948e+03
1.725000e+00,1.171127e+00,2.338664e+03
1.730000e+00,1.167477e+00,2.331374e+03
1.735000e+00,1.163825e+00,2.324078e+03
1.740000e+00,1.160170e+00,2.316777e+03
1.745000e+00,1.156511e+00,2.309470e+03
1.750000e+00,1.152850e+00,2.302157e+03
1.755000e+00,1.149186e+00,2.294837e+03
1.760000e+00,1.145518e+00,2.287512e+03
1.765000e+00,1.141848e+00,2.280180e+03
1.770000e+00,1.138174e+00,2.272841e+03
1.775000e+00,1.134497e+00,2.265496e+03
1.780000e+00,1.130816e+00,2.258145e+03
1.785000e+00,1.127132e+00,2.250786e+03
1.790000e+00,1.123445e+00,2.243421e+03
1.795000e+00,1.119754e+00,2.236048e+03
1.800000e+00,1.116059e+00,2.228669e+03
1.805000e+00,1.112361e+00,2.221282e+03
1.810000e+00,1.108659e+00,2.213888e+03
1.815000e+00,1.104953e+00,2.206486e+03
1.820000e+00,1.101244e+00,2.199077e+03
1.825000e+00,1.097531e+00,2.191660e+03
1.830000e+00,1.093813e+00,2.184235e+03
1.835000e+00,1.090092e+00,2.176803e+03
1.840000e+00,1.086367e+00,2.169362e+03
1.845000e+00,1.082638e+00,2.161914e+03
1.850000e+00,1.078905e+00,2.154457e+03
1.855000e+00,1.075167e+00,2.146992e+03
1.860000e+00,1.071426e+00,2.139519e+03
1.865000e+00,1.067680e+00,2.132037e+03
1.870000e+00,1.063930e+00,2.124547e+03
1.875000e+00,1.060176e+00,2.117049e+03
1.880000e+00,1.056417e+00,2.109541e+03
1.885000e+00,1.052654e+00,2.102025e+03
1.890000e+00,1.048886e+00,2.094500e+03
1.895000e+00,1.045114e+00,2.086966e+03
1.900000e+00,1.041338e+00,2.079423e+03
1.905000e+00,1.037557e+00,2.071871e+03
1.910000e+00,1.033771e+00,2.064310e+03
1.915000e+00,1.029981e+00,2.056740e+03
1.920000e+00,1.026186e+00,2.049160e+03
1.925000e+00,1.022386e+00,2.041571e+03
1.930000e+00,1.018582e+00,2.033972e+03
1.935000e+00,1.014772e+00,2.026364e+03
1.940000e+00,1.010958e+00,2.018746e+03
1.945000e+00,1.007139e+00,2.011119e+03
1.950000e+00,1.003316e+00,2.003481e+03
1.955000e+00,9.994868e-01,1.995834e+03
1.960000e+00,9.956531e-01,1.988177e+03
1.965000e+00,9.918143e-01,1.980511e+03
1.970000e+00,9.879706e-01,1.972834e+03
1.975000e+00,9.841218e-01,1.965147e+03
1.980000e+00,9.802679e-01,1.957449e+03
1.985000e+00,9.764088e-01,1.949742e+03
1.990000e+00,9.725446e-01,1.942024e+03
1.995000e+00,9.686752e-01,1.934296e+03
2.000000e+00,9.648006e-01,1.926558e+03
2.005000e+00,9.609207e-01,1.918809e+03
2.010000e+00,9.570355e-01,1.911049e+03
2.015000e+00,9.531450e-01,1.903279e+03
2.020000e+00,9.492492e-01,1.895498e+03
2.025000e+00,9.453480e-01,1.887707e+03
2.030000e+00,9.414414e-01,1.879904e+03
2.035000e+00,9.375294e-01,1.872091e+03
2.040000e+00,9.336119e-01,1.864267e+03
2.045000e+00,9.296889e-01,1.856432e+03
2.050000e+00,9.257604e-01,1.848587e+03
2.055000e+00,9.218264e-01,1.840730e+03
2.060000e+00,9.178868e-01,1.832862e+03
2.065000e+00,9.139416e-01,1.824982e+03
2.070000e+00,9.099908e-01,1.817092e+03
2.075000e+00,9.060343e-01,1.809190e+03
2.080000e+00,9.020722e-01,1.801277e+03
2.085000e+00,8.981044e-01,1.793353e+03
2.090000e+00,8.941308e-01,1.785417e+03
2.095000e+00,8.901516e-01,1.777470e+03
2.100000e+00,8.861665e-01,1.769511e+03
2.105000e+00,8.821757e-01,1.761541e+03
2.110000e+00,8.781790e-01,1.753559e+03
2.115000e+00,8.741766e-01,1.745566e+03
2.120000e+00,8.701682e-01,1.737561e+03
2.125000e+00,8.661540e-01,1.729544e+03
2.130000e+00,8.621339e-01,1.721515e+03
2.135000e+00,8.581078e-01,1.713475e+03
2.140000e+00,8.540758e-01,1.705423e+03
2.145000e+00,8.500379e-01,1.697358e+03
2.150000e+00,8.459939e-01,1.689282e+03
2.155000e+00,8.419440e-01,1.681194e+03
2.160000e+00,8.378880e-01,1.673094e+03
2.165000e+00,8.338260e-01,1.664982e+03
2.170000e+00,8.297579e-01,1.656857e+03
2.175000e+00,8.256837e-01,1.648721e+03
2.180000e+00,8.216034e-01,1.640572e+03
2.185000e+00,8.175169e-01,1.632411e+03
2.190000e+00,8.134244e-01,1.624238e+03
2.195000e+00,8.093256e-01,1.616053e+03
2.200000e+00,8.052207e-01,1.607855e+03
2.205000e+00,8.011096e-01,1.599645e+03
2.210000e+00,7.969922e-01,1.591422e+03
2.215000e+00,7.928686e-01,1.583188e+03
2.220000e+00,7.887388e-01,1.574940e+03
2.225000e+00,7.846027e-01,1.566680e+03
2.230000e+00,7.804603e-01,1.558408e+03
2.235000e+00,7.763116e-01,1.550123e+03
2.240000e+00,7.721565e-01,1.541825e+03
2.245000e+00,7.679952e-01,1.533515e+03
2.250000e+00,7.638274e-01,1.525192e+03
2.255000e+00,7.596533e-01,1.516856e+03
2.260000e+00,7.554728e-01,1.508507e+03
2.265000e+00,7.512860e-01,1.500146e+03
2.270000e+00,7.470926e-01,1.491772e+03
2.275000e+00,7.428929e-01,1.483385e+03
2.280000e+00,7.386867e-01,1.474985e+03
2.285000e+00,7.344740e-01,1.466573e+03
2.290000e+00,7.302549e-01,1.458147e+03
2.295000e+00,7.260292e-01,1.449709e+03
2.300000e+00,7.217971e-01,1.441257e+03
2.305000e+00,7.175584e-01,1.432793e+03
2.310000e+00,7.133132e-01,1.424315e+03
2.315000e+00,7.090615e-01,1.415825e+03
2.320000e+00,7.048031e-01,1.407321e+03
2.325000e+00,7.005382e-01,1.398804e+03
2.330000e+00,6.962667e-01,1.390274e+03
2.335000e+00,6.919886e-01,1.381731e+03
2.340000e+00,6.877039e-01,1.373175e+03
2.345000e+00,6.834126e-01,1.364605e+03
2.350000e+00,6.791146e-01,1.356022e+03
2.355000e+00,6.748099e-01,1.347426e+03
2.360000e+00,6.704986e-01,1.338817e+03
2.365000e+00,6.661806e-01,1.330194e+03
2.370000e+00,6.618559e-01,1.321558e+03
2.375000e+00,6.575246e-01,1.312908e+03
2.380000e+00,6.531864e-01,1.304246e+03
2.385000e+00,6.488416e-01,1.295569e+03
2.390000e+00,6.444900e-01,1.286880e+03
2.395000e+00,6.401317e-01,1.278176e+03
2.400000e+00,6.357666e-01,1.269460e+03
2.405000e+00,6.313948e-01,1.260730e+03
2.410000e+00,6.270161e-01,1.251986e+03
2.415000e+00,6.226307e-01,1.243229e+03
2.420000e+00,6.182384e-01,1.234458e+03
2.425000e+00,6.138393e-01,1.225673e+03
2.430000e+00,6.094334e-01,1.216875e+03
2.435000e+00,6.050207e-01,1.208064e+03
2.440000e+00,6.006011e-01,1.199238e+03
2.445000e+00,5.961747e-01,1.190399e+03
2.450000e+00,5.917414e-01,1.181546e+03
2.455000e+00,5.873012e-01,1.172680e+03
2.460000e+00,5.828541e-01,1.163800e+03
2.465000e+00,5.784002e-01,1.154906e+03
2.470000e+00,5.739393e-01,1.145998e+03
2.475000e+00,5.694715e-01,1.137077e+03
2.480000e+00,5.649968e-01,1.128141e+03
2.485000e+00,5.605152e-01,1.119192e+03
2.490000e+00,5.560266e-01,1.110229e+03
2.495000e+00,5.515310e-01,1.101252e+03
2.500000e+00,5.470285e-01,1.092261e+03
2.505000e+00,5.425190e-01,1.083257e+03
2.510000e+00,5.380026e-01,1.074238e+03
2.515000e+00,5.334791e-01,1.065205e+03
2.520000e+00,5.289487e-01,1.056159e+03
2.525000e+00,5.244113e-01,1.047099e+03
2.530000e+00,5.198668e-01,1.038024e+03
2.535000e+00,5.153154e-01,1.028936e+03
2.540000e+00,5.107569e-01,1.019833e+03
2.545000e+00,5.061913e-01,1.010717e+03
2.550000e+00,5.016188e-01,1.001586e+03
2.555000e+00,4.970391e-01,9.924414e+02
2.560000e+00,4.924524e-01,9.832827e+02
2.565000e+00,4.878587e-01,9.741098e+02
2.570000e+00,4.832579e-01,9.649229e+02
2.575000e+00,4.786500e-01,9.557219e+02
2.580000e+00,4.740350e-01,9.465067e+02
2.585000e+00,4.694129e-01,9.372773e+02
2.590000e+00,4.647837e-01,9.280338e+02
2.595000e+00,4.601474e-01,9.187761e+02
2.600000e+00,4.555040e-01,9.095042e+02
2.605000e+00,4.508534e-01,9.002180e+02
2.610000e+00,4.461957e-01,8.909177e+02
2.615000e+00,4.415309e-01,8.816031e+02
2.620000e+00,4.368590e-01,8.722743e+02
2.625000e+00,4.321799e-01,8.629312e+02
2.630000e+00,4.274936e-01,8.535738e+02
2.635000e+00,4.228002e-01,8.442022e+02
2.640000e+00,4.180996e-01,8.348162e+02
2.645000e+00,4.133919e-01,8.254159e+02
2.650000e+00,4.086769e-01,8.160013e+02
2.655000e+00,4.039548e-01,8.065724e+02
2.660000e+00,3.992255e-01,7.971291e+02
2.665000e+00,3.944889e-01,7.876714e+02
2.670000e+00,3.897452e-01,7.781994e+02
2.675000e+00,3.849943e-01,7.687130e+02
2.680000e+00,3.802361e-01,7.592122e+02
2.685000e+00,3.754708e-01,7.496969e+02
2.690000e+00,3.706982e-01,7.401673e+02
2.695000e+00,3.659183e-01,7.306232e+02
2.700000e+00,3.611313e-01,7.210647e+02
2.705000e+00,3.563370e-01,7.114917e+02
2.710000e+00,3.515354e-01,7.019043e+02
2.715000e+00,3.467266e-01,6.923024e+02
2.720000e+00,3.419105e-01,6.826860e+02
2.725000e+00,3.370872e-01,6.730551e+02
2.730000e+00,3.322566e-01,6.634098e+02
2.735000e+00,3.274187e-01,6.537499e+02
2.740000e+00,3.225736e-01,6.440754e+02
2.745000e+00,3.177211e-01,6.343865e+02
2.750000e+00,3.128614e-01,6.246830e+02
2.755000e+00,3.079944e-01,6.149650e+02
2.760000e+00,3.031201e-01,6.052324e+02
2.765000e+00,2.982385e-01,5.954852e+02
2.770000e+00,2.933495e-01,5.857234e+02
2.775000e+00,2.884533e-01,5.759471e+02
2.780000e+00,2.835498e-01,5.661562e+02
2.785000e+00,2.786389e-01,5.563506e+02
2.790000e+00,2.737207e-01,5.465305e+02
2.795000e+00,2.687952e-01,5.366957e+02
2.800000e+00,2.638624e-01,5.268463e+02
2.805000e+00,2.589222e-01,5.169822e+02
2.810000e+00,2.539747e-01,5.071035e+02
2.815000e+00,2.490198e-01,4.972102e+02
2.820000e+00,2.440576e-01,4.873022e+02
2.825000e+00,2.390880e-01,4.773795e+02
2.830000e+00,2.341111e-01,4.674421e+02
2.835000e+00,2.291268e-01,4.574901e+02
2.840000e+00,2.241352e-01,4.475233e+02
2.845000e+00,2.191362e-01,4.375419e+02
2.850000e+00,2.141298e-01,4.275457e+02
2.855000e+00,2.091161e-01,4.175349e+02
2.860000e+00,2.040950e-01,4.075093e+02
2.865000e+00,1.990664e-01,3.974689e+02
2.870000e+00,1.940306e-01,3.874139e+02
2.875000e+00,1.889873e-01,3.773441e+02
2.880000e+00,1.839366e-01,3.672595e+02
2.885000e+00,1.788786e-01,3.571602e+02
2.890000e+00,1.738131e-01,3.470462e+02
2.895000e+00,1.687402e-01,3.369173e+02
2.900000e+00,1.636600e-01,3.267737e+02
2.905000e+00,1.585723e-01,3.166153e+02
2.910000e+00,1.534772e-01,3.064421e+02
2.915000e+00,1.483747e-01,2.962541e+02
2.920000e+00,1.432648e-01,2.860513e+02
2.925000e+00,1.381475e-01,2.758337e+02
2.930000e+00,1.330228e-01,2.656013e+02
2.935000e+00,1.278906e-01,2.553541e+02
2.940000e+00,1.227510e-01,2.450920e+02
2.945000e+00,1.176040e-01,2.348151e+02
2.950000e+00,1.124495e-01,2.245234e+02
2.955000e+00,1.072876e-01,2.142168e+02
2.960000e+00,1.021183e-01,2.038954e+02
2.965000e+00,9.694153e-02,1.935591e+02
2.970000e+00,9.175732e-02,1.832080e+02
2.975000e+00,8.656566e-02,1.728420e+02
2.980000e+00,8.136655e-02,1.624612e+02
2.985000e+00,7.615999e-02,1.520654e+02
2.990000e+00,7.094598e-02,1.416548e+02
2.995000e+00,6.572451e-02,1.312293e+02
3.000000e+00,6.049559e-02,1.207890e+02
3.005000e+00,5.525920e-02,1.103337e+02
3.010000e+00,5.001535e-02,9.986351e+01
3.015000e+00,4.476404e-02,8.937844e+01
3.020000e+00,3.950526e-02,7.887846e+01
3.025000e+00,3.423902e-02,6.836357e+01
3.030000e+00,2.896530e-02,5.783376e+01
3.035000e+00,2.368411e-02,4.728904e+01
3.040000e+00,1.839544e-02,3.672939e+01
3.045000e+00,1.309930e-02,2.615481e+01
3.050000e+00,7.795678e-03,1.556529e+01
3.055000e+00,2.484575e-03,4.960843e+00
3.060000e+00,-2.834011e-03,-5.658548e+00
3.065000e+00,-8.160083e-03,-1.629288e+01
3.070000e+00,-1.349364e-02,-2.694217e+01
3.075000e+00,-1.883469e-02,-3.760641e+01
3.080000e+00,-2.418322e-02,-4.828560e+01
3.085000e+00,-2.953925e-02,-5.897975e+01
3.090000e+00,-3.490278e-02,-6.968887e+01
3.095000e+00,-4.027380e-02,-8.041296e+01
3.100000e+00,-4.565231e-02,-9.115201e+01
3.105000e+00,-5.103833e-02,-1.019060e+02
3.110000e+00,-5.643184e-02,-1.126751e+02
3.115000e+00,-6.183286e-02,-1.234590e+02
3.120000e+00,-6.724138e-02,-1.342580e+02
3.125000e+00,-7.265741e-02,-1.450720e+02
3.130000e+00,-7.808095e-02,-1.559009e+02
3.135000e+00,-8.351199e-02,-1.667449e+02
3.140000e+00,-8.895054e-02,-1.776038e+02
3.145000e+00,-9.439661e-02,-1.884778e+02
3.150000e+00,-9.985018e-02,-1.993667e+02
3.155000e+00,-1.053113e-01,-2.102707e+02
3.160000e+00,-1.107799e-01,-2.211897e+02
3.165000e+00,-1.162560e-01,-2.321236e+02
3.170000e+00,-1.217396e-01,-2.430726e+02
3.175000e+00,-1.272308e-01,-2.540366e+02
3.180000e+00,-1.327295e-01,-2.650157e+02
3.185000e+00,-1.382357e-01,-2.760097e+02
3.190000e+00,-1.437494e-01,-2.870188e+02
3.195000e+00,-1.492707e-01,-2.980429e+02
3.200000e+00,-1.547994e-01,-3.090821e+02
3.205000e+00,-1.603357e-01,-3.201362e+02
3.210000e+00,-1.658796e-01,-3.312055e+02
3.215000e+00,-1.714309e-01,-3.422897e+02
3.220000e+00,-1.769898e-01,-3.533890e+02
3.225000e+00,-1.825562e-01,-3.645033e+02
3.230000e+00,-1.881302e-01,-3.756327e+02
3.235000e+00,-1.937116e-01,-3.867771e+02
3.240000e+00,-1.993007e-01,-3.979366e+02
3.245000e+00,-2.048972e-01,-4.091111e+02
3.250000e+00,-2.105013e-01,-4.203007e+02
3.255000e+00,-2.161129e-01,-4.315053e+02
3.260000e+00,-2.217321e-01,-4.427250e+02
3.265000e+00,-2.273588e-01,-4.539598e+02
3.270000e+00,-2.329930e-01,-4.652096e+02
3.275000e+00,-2.386348e-01,-4.764745e+02
3.280000e+00,-2.442841e-01,-4.877544e+02
