# lambda [um], beta [deg], x [micron]
3.165000e+00,-2.050814e-01,-6.442850e+02
3.170000e+00,-2.059671e-01,-6.470674e+02
3.175000e+00,-2.068541e-01,-6.498541e+02
3.180000e+00,-2.077425e-01,-6.526453e+02
3.185000e+00,-2.086324e-01,-6.554408e+02
3.190000e+00,-2.095236e-01,-6.582408e+02
3.195000e+00,-2.104162e-01,-6.610451e+02
3.200000e+00,-2.113103e-01,-6.638538e+02
3.205000e+00,-2.122057e-01,-6.666669e+02
3.210000e+00,-2.131025e-01,-6.694844e+02
3.215000e+00,-2.140008e-01,-6.723063e+02
3.220000e+00,-2.149004e-01,-6.751326e+02
3.225000e+00,-2.158014e-01,-6.779633e+02
3.230000e+00,-2.167038e-01,-6.807984e+02
3.235000e+00,-2.176076e-01,-6.836379e+02
3.240000e+00,-2.185129e-01,-6.864817e+02
3.245000e+00,-2.194195e-01,-6.893300e+02
3.250000e+00,-2.203275e-01,-6.921826e+02
3.255000e+00,-2.212369e-01,-6.950397e+02
3.260000e+00,-2.221477e-01,-6.979011e+02
3.265000e+00,-2.230599e-01,-7.007669e+02
3.270000e+00,-2.239735e-01,-7.036371e+02
3.275000e+00,-2.248885e-01,-7.065117e+02
3.280000e+00,-2.258049e-01,-7.093907e+02
3.285000e+00,-2.267227e-01,-7.122741e+02
3.290000e+00,-2.276419e-01,-7.151619e+02
3.295000e+00,-2.285625e-01,-7.180541e+02
3.300000e+00,-2.294845e-01,-7.209507e+02
3.305000e+00,-2.304079e-01,-7.238516e+02
3.310000e+00,-2.313327e-01,-7.267570e+02
3.315000e+00,-2.322589e-01,-7.296667e+02
3.320000e+00,-2.331864e-01,-7.325809e+02
3.325000e+00,-2.341154e-01,-7.354994e+02
3.330000e+00,-2.350458e-01,-7.384223e+02
3.335000e+00,-2.359776e-01,-7.413496e+02
3.340000e+00,-2.369108e-01,-7.442813e+02
3.345000e+00,-2.378453e-01,-7.472174e+02
3.350000e+00,-2.387813e-01,-7.501579e+02
3.355000e+00,-2.397187e-01,-7.531028e+02
3.360000e+00,-2.406574e-01,-7.560521e+02
3.365000e+00,-2.415976e-01,-7.590058e+02
3.370000e+00,-2.425392e-01,-7.619638e+02
3.375000e+00,-2.434821e-01,-7.649263e+02
3.380000e+00,-2.444265e-01,-7.678932e+02
3.385000e+00,-2.453723e-01,-7.708644e+02
3.390000e+00,-2.463194e-01,-7.738400e+02
3.395000e+00,-2.472680e-01,-7.768201e+02
3.400000e+00,-2.482179e-01,-7.798045e+02
3.405000e+00,-2.491693e-01,-7.827933e+02
3.410000e+00,-2.501220e-01,-7.857865e+02
3.415000e+00,-2.510762e-01,-7.887841e+02
3.420000e+00,-2.520317e-01,-7.917861e+02
3.425000e+00,-2.529887e-01,-7.947925e+02
3.430000e+00,-2.539470e-01,-7.978032e+02
3.435000e+00,-2.549067e-01,-8.008184e+02
3.440000e+00,-2.558679e-01,-8.038380e+02
3.445000e+00,-2.568304e-01,-8.068619e+02
3.450000e+00,-2.577943e-01,-8.098903e+02
3.455000e+00,-2.587597e-01,-8.129230e+02
3.460000e+00,-2.597264e-01,-8.159601e+02
3.465000e+00,-2.606945e-01,-8.190017e+02
3.470000e+00,-2.616640e-01,-8.220476e+02
3.475000e+00,-2.626350e-01,-8.250979e+02
3.480000e+00,-2.636073e-01,-8.281526e+02
3.485000e+00,-2.645810e-01,-8.312117e+02
3.490000e+00,-2.655561e-01,-8.342752e+02
3.495000e+00,-2.665326e-01,-8.373430e+02
3.500000e+00,-2.675106e-01,-8.404153e+02
3.505000e+00,-2.684899e-01,-8.434920e+02
3.510000e+00,-2.694706e-01,-8.465730e+02
3.515000e+00,-2.704527e-01,-8.496585e+02
3.520000e+00,-2.714362e-01,-8.527483e+02
3.525000e+00,-2.724211e-01,-8.558425e+02
3.530000e+00,-2.734074e-01,-8.589412e+02
3.535000e+00,-2.743951e-01,-8.620442e+02
3.540000e+00,-2.753842e-01,-8.651516e+02
3.545000e+00,-2.763747e-01,-8.682634e+02
3.550000e+00,-2.773666e-01,-8.713796e+02
3.555000e+00,-2.783599e-01,-8.745002e+02
3.560000e+00,-2.793546e-01,-8.776252e+02
3.565000e+00,-2.803506e-01,-8.807546e+02
3.570000e+00,-2.813481e-01,-8.838883e+02
3.575000e+00,-2.823470e-01,-8.870265e+02
3.580000e+00,-2.833473e-01,-8.901690e+02
3.585000e+00,-2.843490e-01,-8.933160e+02
3.590000e+00,-2.853521e-01,-8.964673e+02
3.595000e+00,-2.863565e-01,-8.996230e+02
3.600000e+00,-2.873624e-01,-9.027832e+02
3.605000e+00,-2.883697e-01,-9.059477e+02
3.610000e+00,-2.893783e-01,-9.091166e+02
3.615000e+00,-2.903884e-01,-9.122899e+02
3.620000e+00,-2.913999e-01,-9.154676e+02
3.625000e+00,-2.924127e-01,-9.186497e+02
3.630000e+00,-2.934270e-01,-9.218362e+02
3.635000e+00,-2.944427e-01,-9.250270e+02
3.640000e+00,-2.954597e-01,-9.282223e+02
3.645000e+00,-2.964782e-01,-9.314219e+02
3.650000e+00,-2.974980e-01,-9.346260e+02
3.655000e+00,-2.985193e-01,-9.378344e+02
3.660000e+00,-2.995419e-01,-9.410473e+02
3.665000e+00,-3.005660e-01,-9.442645e+02
3.670000e+00,-3.015914e-01,-9.474861e+02
3.675000e+00,-3.026183e-01,-9.507121e+02
3.680000e+00,-3.036465e-01,-9.539425e+02
3.685000e+00,-3.046761e-01,-9.571773e+02
3.690000e+00,-3.057072e-01,-9.604165e+02
3.695000e+00,-3.067396e-01,-9.636601e+02
3.700000e+00,-3.077734e-01,-9.669081e+02
3.705000e+00,-3.088087e-01,-9.701605e+02
3.710000e+00,-3.098453e-01,-9.734172e+02
3.715000e+00,-3.108833e-01,-9.766784e+02
3.720000e+00,-3.119228e-01,-9.799439e+02
3.725000e+00,-3.129636e-01,-9.832139e+02
3.730000e+00,-3.140058e-01,-9.864882e+02
3.735000e+00,-3.150494e-01,-9.897669e+02
3.740000e+00,-3.160944e-01,-9.930501e+02
3.745000e+00,-3.171409e-01,-9.963376e+02
3.750000e+00,-3.181887e-01,-9.996295e+02
3.755000e+00,-3.192379e-01,-1.002926e+03
3.760000e+00,-3.202885e-01,-1.006226e+03
3.765000e+00,-3.213405e-01,-1.009532e+03
3.770000e+00,-3.223939e-01,-1.012841e+03
3.775000e+00,-3.234487e-01,-1.016155e+03
3.780000e+00,-3.245049e-01,-1.019473e+03
3.785000e+00,-3.255625e-01,-1.022796e+03
3.790000e+00,-3.266215e-01,-1.026123e+03
3.795000e+00,-3.276819e-01,-1.029454e+03
3.800000e+00,-3.287437e-01,-1.032790e+03
3.805000e+00,-3.298069e-01,-1.036130e+03
3.810000e+00,-3.308715e-01,-1.039475e+03
3.815000e+00,-3.319375e-01,-1.042824e+03
3.820000e+00,-3.330049e-01,-1.046177e+03
3.825000e+00,-3.340736e-01,-1.049535e+03
3.830000e+00,-3.351438e-01,-1.052897e+03
3.835000e+00,-3.362154e-01,-1.056264e+03
3.840000e+00,-3.372884e-01,-1.059635e+03
3.845000e+00,-3.383628e-01,-1.063010e+03
3.850000e+00,-3.394385e-01,-1.066390e+03
3.855000e+00,-3.405157e-01,-1.069774e+03
3.860000e+00,-3.415943e-01,-1.073163e+03
3.865000e+00,-3.426742e-01,-1.076556e+03
3.870000e+00,-3.437556e-01,-1.079953e+03
3.875000e+00,-3.448384e-01,-1.083355e+03
3.880000e+00,-3.459225e-01,-1.086761e+03
3.885000e+00,-3.470081e-01,-1.090171e+03
3.890000e+00,-3.480951e-01,-1.093586e+03
3.895000e+00,-3.491834e-01,-1.097006e+03
3.900000e+00,-3.502732e-01,-1.100429e+03
3.905000e+00,-3.513643e-01,-1.103857e+03
3.910000e+00,-3.524569e-01,-1.107290e+03
3.915000e+00,-3.535508e-01,-1.110727e+03
3.920000e+00,-3.546462e-01,-1.114168e+03
3.925000e+00,-3.557429e-01,-1.117614e+03
3.930000e+00,-3.568410e-01,-1.121064e+03
3.935000e+00,-3.579406e-01,-1.124518e+03
3.940000e+00,-3.590415e-01,-1.127977e+03
3.945000e+00,-3.601439e-01,-1.131440e+03
3.950000e+00,-3.612476e-01,-1.134908e+03
3.955000e+00,-3.623527e-01,-1.138380e+03
3.960000e+00,-3.634593e-01,-1.141856e+03
3.965000e+00,-3.645672e-01,-1.145337e+03
3.970000e+00,-3.656765e-01,-1.148822e+03
3.975000e+00,-3.667872e-01,-1.152312e+03
3.980000e+00,-3.678994e-01,-1.155806e+03
3.985000e+00,-3.690129e-01,-1.159304e+03
3.990000e+00,-3.701278e-01,-1.162807e+03
3.995000e+00,-3.712441e-01,-1.166314e+03
4.000000e+00,-3.723618e-01,-1.169826e+03
4.005000e+00,-3.734809e-01,-1.173342e+03
4.010000e+00,-3.746015e-01,-1.176862e+03
4.015000e+00,-3.757234e-01,-1.180387e+03
4.020000e+00,-3.768467e-01,-1.183916e+03
4.025000e+00,-3.779714e-01,-1.187449e+03
4.030000e+00,-3.790975e-01,-1.190987e+03
4.035000e+00,-3.802250e-01,-1.194530e+03
4.040000e+00,-3.813539e-01,-1.198076e+03
4.045000e+00,-3.824842e-01,-1.201627e+03
4.050000e+00,-3.836159e-01,-1.205183e+03
4.055000e+00,-3.847490e-01,-1.208743e+03
4.060000e+00,-3.858835e-01,-1.212307e+03
4.065000e+00,-3.870193e-01,-1.215876e+03
4.070000e+00,-3.881566e-01,-1.219449e+03
4.075000e+00,-3.892953e-01,-1.223026e+03
4.080000e+00,-3.904354e-01,-1.226608e+03
4.085000e+00,-3.915769e-01,-1.230194e+03
4.090000e+00,-3.927198e-01,-1.233785e+03
4.095000e+00,-3.938640e-01,-1.237380e+03
4.100000e+00,-3.950097e-01,-1.240979e+03
4.105000e+00,-3.961568e-01,-1.244583e+03
4.110000e+00,-3.973053e-01,-1.248191e+03
4.115000e+00,-3.984551e-01,-1.251804e+03
4.120000e+00,-3.996064e-01,-1.255421e+03
4.125000e+00,-4.007591e-01,-1.259042e+03
4.130000e+00,-4.019131e-01,-1.262668e+03
4.135000e+00,-4.030686e-01,-1.266298e+03
4.140000e+00,-4.042254e-01,-1.269933e+03
4.145000e+00,-4.053837e-01,-1.273572e+03
4.150000e+00,-4.065433e-01,-1.277215e+03
4.155000e+00,-4.077044e-01,-1.280863e+03
4.160000e+00,-4.088669e-01,-1.284515e+03
4.165000e+00,-4.100307e-01,-1.288171e+03
4.170000e+00,-4.111960e-01,-1.291832e+03
4.175000e+00,-4.123626e-01,-1.295498e+03
4.180000e+00,-4.135306e-01,-1.299167e+03
4.185000e+00,-4.147001e-01,-1.302841e+03
4.190000e+00,-4.158709e-01,-1.306520e+03
4.195000e+00,-4.170432e-01,-1.310203e+03
4.200000e+00,-4.182168e-01,-1.313890e+03
4.205000e+00,-4.193918e-01,-1.317582e+03
4.210000e+00,-4.205683e-01,-1.321278e+03
4.215000e+00,-4.217461e-01,-1.324978e+03
4.220000e+00,-4.229253e-01,-1.328683e+03
4.225000e+00,-4.241059e-01,-1.332392e+03
4.230000e+00,-4.252880e-01,-1.336106e+03
4.235000e+00,-4.264714e-01,-1.339824e+03
4.240000e+00,-4.276562e-01,-1.343547e+03
4.245000e+00,-4.288424e-01,-1.347273e+03
4.250000e+00,-4.300300e-01,-1.351005e+03
4.255000e+00,-4.312190e-01,-1.354740e+03
4.260000e+00,-4.324095e-01,-1.358480e+03
4.265000e+00,-4.336013e-01,-1.362225e+03
4.270000e+00,-4.347945e-01,-1.365973e+03
4.275000e+00,-4.359891e-01,-1.369727e+03
4.280000e+00,-4.371851e-01,-1.373484e+03
4.285000e+00,-4.383825e-01,-1.377246e+03
4.290000e+00,-4.395813e-01,-1.381012e+03
4.295000e+00,-4.407815e-01,-1.384783e+03
4.300000e+00,-4.419831e-01,-1.388558e+03
4.305000e+00,-4.431861e-01,-1.392338e+03
4.310000e+00,-4.443905e-01,-1.396122e+03
4.315000e+00,-4.455963e-01,-1.399910e+03
4.320000e+00,-4.468034e-01,-1.403703e+03
4.325000e+00,-4.480120e-01,-1.407500e+03
4.330000e+00,-4.492220e-01,-1.411301e+03
4.335000e+00,-4.504334e-01,-1.415107e+03
4.340000e+00,-4.516462e-01,-1.418918e+03
4.345000e+00,-4.528604e-01,-1.422732e+03
4.350000e+00,-4.540759e-01,-1.426551e+03
4.355000e+00,-4.552929e-01,-1.430375e+03
4.360000e+00,-4.565113e-01,-1.434203e+03
4.365000e+00,-4.577310e-01,-1.438035e+03
4.370000e+00,-4.589522e-01,-1.441872e+03
4.375000e+00,-4.601748e-01,-1.445713e+03
4.380000e+00,-4.613987e-01,-1.449558e+03
4.385000e+00,-4.626241e-01,-1.453408e+03
4.390000e+00,-4.638509e-01,-1.457262e+03
4.395000e+00,-4.650790e-01,-1.461121e+03
4.400000e+00,-4.663086e-01,-1.464984e+03
4.405000e+00,-4.675395e-01,-1.468851e+03
4.410000e+00,-4.687719e-01,-1.472723e+03
4.415000e+00,-4.700056e-01,-1.476599e+03
4.420000e+00,-4.712408e-01,-1.480480e+03
4.425000e+00,-4.724773e-01,-1.484365e+03
4.430000e+00,-4.737153e-01,-1.488254e+03
4.435000e+00,-4.749546e-01,-1.492148e+03
4.440000e+00,-4.761954e-01,-1.496046e+03
4.445000e+00,-4.774375e-01,-1.499949e+03
4.450000e+00,-4.786810e-01,-1.503856e+03
4.455000e+00,-4.799260e-01,-1.507767e+03
4.460000e+00,-4.811723e-01,-1.511683e+03
4.465000e+00,-4.824200e-01,-1.515603e+03
4.470000e+00,-4.836692e-01,-1.519528e+03
4.475000e+00,-4.849197e-01,-1.523456e+03
4.480000e+00,-4.861716e-01,-1.527390e+03
4.485000e+00,-4.874249e-01,-1.531328e+03
4.490000e+00,-4.886796e-01,-1.535270e+03
4.495000e+00,-4.899358e-01,-1.539216e+03
4.500000e+00,-4.911933e-01,-1.543167e+03
4.505000e+00,-4.924522e-01,-1.547122e+03
4.510000e+00,-4.937125e-01,-1.551082e+03
4.515000e+00,-4.949742e-01,-1.555046e+03
4.520000e+00,-4.962373e-01,-1.559015e+03
4.525000e+00,-4.975018e-01,-1.562987e+03
4.530000e+00,-4.987677e-01,-1.566965e+03
4.535000e+00,-5.000350e-01,-1.570946e+03
4.540000e+00,-5.013037e-01,-1.574932e+03
4.545000e+00,-5.025738e-01,-1.578923e+03
4.550000e+00,-5.038453e-01,-1.582918e+03
4.555000e+00,-5.051182e-01,-1.586917e+03
4.560000e+00,-5.063925e-01,-1.590920e+03
4.565000e+00,-5.076682e-01,-1.594928e+03
4.570000e+00,-5.089453e-01,-1.598941e+03
4.575000e+00,-5.102238e-01,-1.602958e+03
4.580000e+00,-5.115037e-01,-1.606979e+03
4.585000e+00,-5.127850e-01,-1.611004e+03
4.590000e+00,-5.140676e-01,-1.615034e+03
4.595000e+00,-5.153517e-01,-1.619069e+03
4.600000e+00,-5.166372e-01,-1.623108e+03
4.605000e+00,-5.179241e-01,-1.627151e+03
4.610000e+00,-5.192123e-01,-1.631198e+03
4.615000e+00,-5.205020e-01,-1.635250e+03
4.620000e+00,-5.217931e-01,-1.639307e+03
4.625000e+00,-5.230855e-01,-1.643367e+03
4.630000e+00,-5.243794e-01,-1.647432e+03
4.635000e+00,-5.256747e-01,-1.651502e+03
4.640000e+00,-5.269713e-01,-1.655576e+03
4.645000e+00,-5.282694e-01,-1.659654e+03
4.650000e+00,-5.295688e-01,-1.663737e+03
4.655000e+00,-5.308697e-01,-1.667824e+03
4.660000e+00,-5.321720e-01,-1.671916e+03
4.665000e+00,-5.334756e-01,-1.676011e+03
4.670000e+00,-5.347807e-01,-1.680112e+03
4.675000e+00,-5.360871e-01,-1.684216e+03
4.680000e+00,-5.373949e-01,-1.688326e+03
4.685000e+00,-5.387042e-01,-1.692439e+03
4.690000e+00,-5.400148e-01,-1.696557e+03
4.695000e+00,-5.413269e-01,-1.700679e+03
4.700000e+00,-5.426403e-01,-1.704806e+03
4.705000e+00,-5.439551e-01,-1.708937e+03
4.710000e+00,-5.452714e-01,-1.713072e+03
4.715000e+00,-5.465890e-01,-1.717212e+03
4.720000e+00,-5.479080e-01,-1.721356e+03
4.725000e+00,-5.492285e-01,-1.725505e+03
4.730000e+00,-5.505503e-01,-1.729658e+03
4.735000e+00,-5.518735e-01,-1.733815e+03
4.740000e+00,-5.531981e-01,-1.737977e+03
4.745000e+00,-5.545242e-01,-1.742143e+03
4.750000e+00,-5.558516e-01,-1.746314e+03
4.755000e+00,-5.571804e-01,-1.750489e+03
4.760000e+00,-5.585106e-01,-1.754668e+03
4.765000e+00,-5.598422e-01,-1.758852e+03
4.770000e+00,-5.611752e-01,-1.763040e+03
4.775000e+00,-5.625096e-01,-1.767233e+03
4.780000e+00,-5.638454e-01,-1.771430e+03
4.785000e+00,-5.651826e-01,-1.775631e+03
4.790000e+00,-5.665212e-01,-1.779837e+03
4.795000e+00,-5.678612e-01,-1.784047e+03
4.800000e+00,-5.692026e-01,-1.788262e+03
4.805000e+00,-5.705454e-01,-1.792481e+03
4.810000e+00,-5.718896e-01,-1.796704e+03
4.815000e+00,-5.732352e-01,-1.800932e+03
4.820000e+00,-5.745822e-01,-1.805164e+03
4.825000e+00,-5.759306e-01,-1.809400e+03
4.830000e+00,-5.772804e-01,-1.813641e+03
4.835000e+00,-5.786316e-01,-1.817886e+03
4.840000e+00,-5.799841e-01,-1.822136e+03
4.845000e+00,-5.813381e-01,-1.826390e+03
4.850000e+00,-5.826935e-01,-1.830649e+03
4.855000e+00,-5.840503e-01,-1.834912e+03
4.860000e+00,-5.854084e-01,-1.839179e+03
4.865000e+00,-5.867680e-01,-1.843451e+03
4.870000e+00,-5.881290e-01,-1.847727e+03
4.875000e+00,-5.894914e-01,-1.852007e+03
4.880000e+00,-5.908551e-01,-1.856292e+03
4.885000e+00,-5.922203e-01,-1.860581e+03
4.890000e+00,-5.935868e-01,-1.864875e+03
4.895000e+00,-5.949548e-01,-1.869173e+03
4.900000e+00,-5.963242e-01,-1.873475e+03
4.905000e+00,-5.976949e-01,-1.877782e+03
4.910000e+00,-5.990671e-01,-1.882093e+03
4.915000e+00,-6.004406e-01,-1.886409e+03
4.920000e+00,-6.018156e-01,-1.890729e+03
4.925000e+00,-6.031919e-01,-1.895053e+03
4.930000e+00,-6.045697e-01,-1.899382e+03
4.935000e+00,-6.059488e-01,-1.903715e+03
4.940000e+00,-6.073293e-01,-1.908053e+03
4.945000e+00,-6.087113e-01,-1.912395e+03
4.950000e+00,-6.100946e-01,-1.916741e+03
4.955000e+00,-6.114794e-01,-1.921092e+03
4.960000e+00,-6.128655e-01,-1.925447e+03
4.965000e+00,-6.142530e-01,-1.929807e+03
4.970000e+00,-6.156420e-01,-1.934171e+03
4.975000e+00,-6.170323e-01,-1.938539e+03
4.980000e+00,-6.184240e-01,-1.942912e+03
4.985000e+00,-6.198171e-01,-1.947289e+03
4.990000e+00,-6.212117e-01,-1.951670e+03
4.995000e+00,-6.226076e-01,-1.956056e+03
5.000000e+00,-6.240049e-01,-1.960447e+03
5.005000e+00,-6.254036e-01,-1.964841e+03
5.010000e+00,-6.268037e-01,-1.969241e+03
5.015000e+00,-6.282052e-01,-1.973644e+03
5.020000e+00,-6.296081e-01,-1.978052e+03
5.025000e+00,-6.310125e-01,-1.982464e+03
5.030000e+00,-6.324182e-01,-1.986881e+03
5.035000e+00,-6.338253e-01,-1.991302e+03
5.040000e+00,-6.352338e-01,-1.995728e+03
5.045000e+00,-6.366437e-01,-2.000157e+03
5.050000e+00,-6.380550e-01,-2.004592e+03
5.055000e+00,-6.394677e-01,-2.009030e+03
5.060000e+00,-6.408818e-01,-2.013473e+03
5.065000e+00,-6.422973e-01,-2.017921e+03
5.070000e+00,-6.437141e-01,-2.022373e+03
5.075000e+00,-6.451324e-01,-2.026829e+03
5.080000e+00,-6.465521e-01,-2.031290e+03
5.085000e+00,-6.479732e-01,-2.035755e+03
5.090000e+00,-6.493957e-01,-2.040224e+03
5.095000e+00,-6.508196e-01,-2.044698e+03
5.100000e+00,-6.522448e-01,-2.049176e+03
5.105000e+00,-6.536715e-01,-2.053659e+03
5.110000e+00,-6.550996e-01,-2.058146e+03
5.115000e+00,-6.565291e-01,-2.062637e+03
5.120000e+00,-6.579599e-01,-2.067133e+03
5.125000e+00,-6.593922e-01,-2.071633e+03
5.130000e+00,-6.608259e-01,-2.076138e+03
5.135000e+00,-6.622609e-01,-2.080647e+03
5.140000e+00,-6.636974e-01,-2.085160e+03
5.145000e+00,-6.651353e-01,-2.089678e+03
5.150000e+00,-6.665745e-01,-2.094200e+03
5.155000e+00,-6.680152e-01,-2.098727e+03
5.160000e+00,-6.694572e-01,-2.103258e+03
5.165000e+00,-6.709007e-01,-2.107793e+03
5.170000e+00,-6.723455e-01,-2.112333e+03
5.175000e+00,-6.737918e-01,-2.116877e+03
5.180000e+00,-6.752394e-01,-2.121425e+03
5.185000e+00,-6.766885e-01,-2.125978e+03
5.190000e+00,-6.781389e-01,-2.130536e+03
5.195000e+00,-6.795908e-01,-2.135097e+03
5.200000e+00,-6.810440e-01,-2.139664e+03
5.205000e+00,-6.824986e-01,-2.144234e+03
5.210000e+00,-6.839547e-01,-2.148809e+03
5.215000e+00,-6.854121e-01,-2.153388e+03
5.220000e+00,-6.868709e-01,-2.157972e+03
5.225000e+00,-6.883312e-01,-2.162560e+03
5.230000e+00,-6.897928e-01,-2.167153e+03
5.235000e+00,-6.912558e-01,-2.171750e+03
5.240000e+00,-6.927202e-01,-2.176351e+03
5.245000e+00,-6.941861e-01,-2.180957e+03
5.250000e+00,-6.956533e-01,-2.185567e+03
5.255000e+00,-6.971219e-01,-2.190181e+03
5.260000e+00,-6.985919e-01,-2.194800e+03
5.265000e+00,-7.000633e-01,-2.199423e+03
5.270000e+00,-7.015361e-01,-2.204051e+03
5.275000e+00,-7.030103e-01,-2.208683e+03
5.280000e+00,-7.044859e-01,-2.213319e+03
5.285000e+00,-7.059629e-01,-2.217960e+03
5.290000e+00,-7.074413e-01,-2.222605e+03
5.295000e+00,-7.089211e-01,-2.227255e+03
5.300000e+00,-7.104023e-01,-2.231909e+03
5.305000e+00,-7.118849e-01,-2.236568e+03
5.310000e+00,-7.133689e-01,-2.241230e+03
5.315000e+00,-7.148543e-01,-2.245898e+03
5.320000e+00,-7.163411e-01,-2.250569e+03
5.325000e+00,-7.178293e-01,-2.255245e+03
5.330000e+00,-7.193189e-01,-2.259926e+03
5.335000e+00,-7.208099e-01,-2.264611e+03
5.340000e+00,-7.223023e-01,-2.269300e+03
5.345000e+00,-7.237961e-01,-2.273993e+03
5.350000e+00,-7.252912e-01,-2.278691e+03
5.355000e+00,-7.267878e-01,-2.283394e+03
5.360000e+00,-7.282858e-01,-2.288100e+03
5.365000e+00,-7.297852e-01,-2.292812e+03
5.370000e+00,-7.312859e-01,-2.297527e+03
5.375000e+00,-7.327881e-01,-2.302247e+03
5.380000e+00,-7.342917e-01,-2.306972e+03
5.385000e+00,-7.357966e-01,-2.311700e+03
5.390000e+00,-7.373030e-01,-2.316434e+03
5.395000e+00,-7.388108e-01,-2.321171e+03
5.400000e+00,-7.403199e-01,-2.325913e+03
5.405000e+00,-7.418305e-01,-2.330659e+03
5.410000e+00,-7.433424e-01,-2.335410e+03
5.415000e+00,-7.448558e-01,-2.340165e+03
5.420000e+00,-7.463705e-01,-2.344925e+03
5.425000e+00,-7.478867e-01,-2.349689e+03
5.430000e+00,-7.494042e-01,-2.354457e+03
5.435000e+00,-7.509232e-01,-2.359230e+03
5.440000e+00,-7.524435e-01,-2.364007e+03
5.445000e+00,-7.539653e-01,-2.368788e+03
5.450000e+00,-7.554884e-01,-2.373574e+03
5.455000e+00,-7.570129e-01,-2.378365e+03
5.460000e+00,-7.585389e-01,-2.383159e+03
5.465000e+00,-7.600662e-01,-2.387958e+03
5.470000e+00,-7.615949e-01,-2.392762e+03
5.475000e+00,-7.631251e-01,-2.397570e+03
5.480000e+00,-7.646566e-01,-2.402382e+03
5.485000e+00,-7.661895e-01,-2.407199e+03
5.490000e+00,-7.677238e-01,-2.412020e+03
5.495000e+00,-7.692596e-01,-2.416845e+03
5.500000e+00,-7.707967e-01,-2.421675e+03
5.505000e+00,-7.723352e-01,-2.426510e+03
5.510000e+00,-7.738751e-01,-2.431348e+03
5.515000e+00,-7.754164e-01,-2.436191e+03
5.520000e+00,-7.769591e-01,-2.441039e+03
5.525000e+00,-7.785033e-01,-2.445891e+03
5.530000e+00,-7.800488e-01,-2.450747e+03
5.535000e+00,-7.815957e-01,-2.455608e+03
5.540000e+00,-7.831440e-01,-2.460473e+03
5.545000e+00,-7.846937e-01,-2.465342e+03
5.550000e+00,-7.862448e-01,-2.470216e+03
5.555000e+00,-7.877973e-01,-2.475094e+03
5.560000e+00,-7.893512e-01,-2.479977e+03
5.565000e+00,-7.909065e-01,-2.484864e+03
5.570000e+00,-7.924632e-01,-2.489755e+03
5.575000e+00,-7.940212e-01,-2.494651e+03
5.580000e+00,-7.955807e-01,-2.499551e+03
5.585000e+00,-7.971416e-01,-2.504456e+03
5.590000e+00,-7.987039e-01,-2.509365e+03
5.595000e+00,-8.002676e-01,-2.514278e+03
5.600000e+00,-8.018327e-01,-2.519196e+03
5.605000e+00,-8.033991e-01,-2.524118e+03
5.610000e+00,-8.049670e-01,-2.529045e+03
5.615000e+00,-8.065363e-01,-2.533976e+03
5.620000e+00,-8.081070e-01,-2.538911e+03
5.625000e+00,-8.096790e-01,-2.543851e+03
5.630000e+00,-8.112525e-01,-2.548795e+03
5.635000e+00,-8.128274e-01,-2.553744e+03
5.640000e+00,-8.144036e-01,-2.558697e+03
5.645000e+00,-8.159813e-01,-2.563654e+03
5.650000e+00,-8.175604e-01,-2.568616e+03
5.655000e+00,-8.191408e-01,-2.573582e+03
5.660000e+00,-8.207227e-01,-2.578553e+03
5.665000e+00,-8.223059e-01,-2.583528e+03
5.670000e+00,-8.238906e-01,-2.588507e+03
5.675000e+00,-8.254766e-01,-2.593491e+03
5.680000e+00,-8.270641e-01,-2.598479e+03
5.685000e+00,-8.286529e-01,-2.603471e+03
5.690000e+00,-8.302432e-01,-2.608468e+03
5.695000e+00,-8.318348e-01,-2.613470e+03
5.700000e+00,-8.334278e-01,-2.618475e+03
5.705000e+00,-8.350223e-01,-2.623486e+03
5.710000e+00,-8.366181e-01,-2.628500e+03
5.715000e+00,-8.382154e-01,-2.633519e+03
5.720000e+00,-8.398140e-01,-2.638542e+03
5.725000e+00,-8.414140e-01,-2.643570e+03
5.730000e+00,-8.430154e-01,-2.648602e+03
5.735000e+00,-8.446183e-01,-2.653639e+03
5.740000e+00,-8.462225e-01,-2.658680e+03
5.745000e+00,-8.478281e-01,-2.663725e+03
5.750000e+00,-8.494351e-01,-2.668775e+03
5.755000e+00,-8.510436e-01,-2.673829e+03
5.760000e+00,-8.526534e-01,-2.678887e+03
5.765000e+00,-8.542646e-01,-2.683950e+03
5.770000e+00,-8.558772e-01,-2.689018e+03
5.775000e+00,-8.574912e-01,-2.694089e+03
5.780000e+00,-8.591066e-01,-2.699165e+03
5.785000e+00,-8.607234e-01,-2.704246e+03
5.790000e+00,-8.623416e-01,-2.709331e+03
5.795000e+00,-8.639612e-01,-2.714420e+03
5.800000e+00,-8.655822e-01,-2.719514e+03
5.805000e+00,-8.672046e-01,-2.724612e+03
5.810000e+00,-8.688284e-01,-2.729714e+03
5.815000e+00,-8.704536e-01,-2.734821e+03
5.820000e+00,-8.720802e-01,-2.739932e+03
5.825000e+00,-8.737082e-01,-2.745048e+03
5.830000e+00,-8.753376e-01,-2.750168e+03
5.835000e+00,-8.769684e-01,-2.755293e+03
5.840000e+00,-8.786006e-01,-2.760421e+03
5.845000e+00,-8.802342e-01,-2.765555e+03
