# wl, TX, emissivity
12.02,0.90,0.03
12.03,0.90,0.03
12.03,0.90,0.03
12.04,0.90,0.03
12.04,0.90,0.03
12.05,0.90,0.03
12.05,0.90,0.03
12.06,0.90,0.03
12.06,0.90,0.03
12.07,0.90,0.03
12.07,0.90,0.03
12.08,0.90,0.03
12.08,0.90,0.03
12.09,0.90,0.03
12.09,0.90,0.03
12.10,0.90,0.03
12.10,0.90,0.03
12.11,0.90,0.03
12.11,0.90,0.03
12.12,0.90,0.03
12.12,0.90,0.03
12.13,0.90,0.03
12.13,0.90,0.03
12.14,0.90,0.03
12.14,0.90,0.03
12.15,0.90,0.03
12.15,0.90,0.03
12.16,0.90,0.03
12.16,0.90,0.03
12.17,0.90,0.03
12.17,0.90,0.03
12.18,0.90,0.03
12.18,0.90,0.03
12.19,0.90,0.03
12.19,0.90,0.03
12.20,0.90,0.03
12.20,0.90,0.03
12.21,0.90,0.03
12.21,0.90,0.03
12.22,0.90,0.03
12.22,0.90,0.03
12.23,0.90,0.03
12.23,0.90,0.03
12.24,0.90,0.03
12.24,0.90,0.03
12.25,0.90,0.03
12.25,0.90,0.03
12.26,0.90,0.03
12.26,0.90,0.03
12.27,0.90,0.03
12.27,0.90,0.03
12.28,0.90,0.03
12.28,0.90,0.03
12.29,0.90,0.03
12.29,0.90,0.03
12.30,0.90,0.03
12.30,0.90,0.03
12.31,0.90,0.03
12.31,0.90,0.03
12.32,0.90,0.03
12.32,0.90,0.03
12.33,0.90,0.03
12.33,0.90,0.03
12.34,0.90,0.03
12.34,0.90,0.03
12.35,0.90,0.03
12.35,0.90,0.03
12.36,0.90,0.03
12.36,0.90,0.03
12.37,0.90,0.03
12.37,0.90,0.03
12.38,0.90,0.03
12.38,0.90,0.03
12.39,0.90,0.03
12.39,0.90,0.03
12.40,0.90,0.03
12.40,0.90,0.03
12.41,0.90,0.03
12.41,0.90,0.03
12.42,0.90,0.03
12.42,0.90,0.03
12.43,0.90,0.03
12.43,0.90,0.03
12.44,0.90,0.03
12.44,0.90,0.03
12.45,0.90,0.03
12.45,0.90,0.03
12.46,0.90,0.03
12.46,0.90,0.03
12.47,0.90,0.03
12.47,0.90,0.03
12.48,0.90,0.03
12.48,0.90,0.03
12.49,0.90,0.03
12.49,0.90,0.03
12.50,0.90,0.03
12.50,0.90,0.03
12.51,0.90,0.03
12.51,0.90,0.03
12.52,0.90,0.03
12.52,0.90,0.03
12.53,0.90,0.03
12.53,0.90,0.03
12.54,0.90,0.03
12.54,0.90,0.03
12.55,0.90,0.03
12.55,0.90,0.03
12.56,0.90,0.03
12.56,0.90,0.03
12.57,0.90,0.03
12.57,0.90,0.03
12.58,0.90,0.03
12.58,0.90,0.03
12.59,0.90,0.03
12.59,0.90,0.03
12.60,0.90,0.03
12.60,0.90,0.03
12.61,0.90,0.03
12.61,0.90,0.03
12.62,0.90,0.03
12.62,0.90,0.03
12.63,0.90,0.03
12.63,0.90,0.03
12.64,0.90,0.03
12.64,0.90,0.03
12.65,0.90,0.03
12.65,0.90,0.03
12.66,0.90,0.03
12.66,0.90,0.03
12.67,0.90,0.03
12.67,0.90,0.03
12.68,0.90,0.03
12.68,0.90,0.03
12.69,0.90,0.03
12.69,0.90,0.03
12.70,0.90,0.03
12.70,0.90,0.03
12.71,0.90,0.03
12.71,0.90,0.03
12.72,0.90,0.03
12.72,0.90,0.03
12.73,0.90,0.03
12.73,0.90,0.03
12.74,0.90,0.03
12.74,0.90,0.03
12.75,0.90,0.03
12.75,0.90,0.03
12.76,0.90,0.03
12.76,0.90,0.03
12.77,0.90,0.03
12.77,0.90,0.03
12.78,0.90,0.03
12.78,0.90,0.03
12.79,0.90,0.03
12.79,0.90,0.03
12.80,0.90,0.03
12.80,0.90,0.03
12.81,0.90,0.03
12.81,0.90,0.03
12.82,0.90,0.03
12.82,0.90,0.03
12.83,0.90,0.03
12.83,0.90,0.03
12.84,0.90,0.03
12.84,0.90,0.03
12.85,0.90,0.03
12.85,0.90,0.03
12.86,0.90,0.03
12.86,0.90,0.03
12.87,0.90,0.03
12.87,0.90,0.03
12.88,0.90,0.03
12.88,0.90,0.03
12.89,0.90,0.03
12.89,0.90,0.03
12.90,0.90,0.03
12.90,0.90,0.03
12.91,0.90,0.03
12.91,0.90,0.03
12.92,0.90,0.03
12.92,0.90,0.03
12.93,0.90,0.03
12.93,0.90,0.03
12.94,0.90,0.03
12.94,0.90,0.03
12.95,0.90,0.03
12.95,0.90,0.03
12.96,0.90,0.03
12.96,0.90,0.03
12.97,0.90,0.03
12.97,0.90,0.03
12.98,0.90,0.03
12.98,0.90,0.03
12.99,0.90,0.03
12.99,0.90,0.03
13.00,0.90,0.03
13.00,0.90,0.03
13.01,0.90,0.03
13.01,0.90,0.03
13.02,0.90,0.03
13.02,0.90,0.03
13.03,0.90,0.03
13.03,0.90,0.03
13.04,0.90,0.03
13.04,0.90,0.03
13.05,0.90,0.03
13.05,0.90,0.03
13.06,0.90,0.03
13.06,0.90,0.03
13.07,0.90,0.03
13.07,0.90,0.03
13.08,0.90,0.03
13.08,0.90,0.03
13.09,0.90,0.03
13.09,0.90,0.03
13.10,0.90,0.03
13.10,0.90,0.03
13.11,0.90,0.03
13.11,0.90,0.03
13.12,0.90,0.03
13.12,0.90,0.03
13.13,0.90,0.03
13.13,0.90,0.03
13.14,0.90,0.03
13.14,0.90,0.03
13.15,0.90,0.03
13.15,0.90,0.03
13.16,0.90,0.03
13.16,0.90,0.03
13.17,0.90,0.03
13.17,0.90,0.03
13.18,0.90,0.03
13.18,0.90,0.03
13.19,0.90,0.03
13.19,0.90,0.03
13.20,0.90,0.03
13.20,0.90,0.03
13.21,0.90,0.03
13.21,0.90,0.03
13.22,0.90,0.03
13.22,0.90,0.03
13.23,0.90,0.03
13.23,0.90,0.03
13.24,0.90,0.03
13.24,0.90,0.03
13.25,0.90,0.03
13.25,0.90,0.03
13.26,0.90,0.03
13.26,0.90,0.03
13.27,0.90,0.03
13.27,0.90,0.03
13.28,0.90,0.03
13.28,0.90,0.03
13.29,0.90,0.03
13.29,0.90,0.03
13.30,0.90,0.03
13.30,0.90,0.03
13.31,0.90,0.03
13.31,0.90,0.03
13.32,0.90,0.03
13.32,0.90,0.03
13.33,0.90,0.03
13.33,0.90,0.03
13.34,0.90,0.03
13.34,0.90,0.03
13.35,0.90,0.03
13.35,0.90,0.03
13.36,0.90,0.03
13.36,0.90,0.03
13.37,0.90,0.03
13.37,0.90,0.03
13.38,0.90,0.03
13.38,0.90,0.03
13.39,0.90,0.03
13.39,0.90,0.03
13.40,0.90,0.03
13.40,0.90,0.03
13.41,0.90,0.03
13.41,0.90,0.03
13.42,0.90,0.03
13.42,0.90,0.03
13.43,0.90,0.03
13.43,0.90,0.03
13.44,0.90,0.03
13.44,0.90,0.03
13.45,0.90,0.03
13.45,0.90,0.03
13.46,0.90,0.03
13.46,0.90,0.03
13.47,0.90,0.03
13.47,0.90,0.03
13.48,0.90,0.03
13.48,0.90,0.03
13.49,0.90,0.03
13.49,0.90,0.03
13.50,0.90,0.03
13.50,0.90,0.03
13.51,0.90,0.03
13.51,0.90,0.03
13.52,0.90,0.03
13.52,0.90,0.03
13.53,0.90,0.03
13.53,0.90,0.03
13.54,0.90,0.03
13.54,0.90,0.03
13.55,0.90,0.03
13.55,0.90,0.03
13.56,0.90,0.03
13.56,0.90,0.03
13.57,0.90,0.03
13.57,0.90,0.03
13.58,0.90,0.03
13.58,0.90,0.03
13.59,0.90,0.03
13.59,0.90,0.03
13.60,0.90,0.03
13.60,0.90,0.03
13.61,0.90,0.03
13.61,0.90,0.03
13.62,0.90,0.03
13.62,0.90,0.03
13.63,0.90,0.03
13.63,0.90,0.03
13.64,0.90,0.03
13.64,0.90,0.03
13.65,0.90,0.03
13.65,0.90,0.03
13.66,0.90,0.03
13.66,0.90,0.03
13.67,0.90,0.03
13.67,0.90,0.03
13.68,0.90,0.03
13.68,0.90,0.03
13.69,0.90,0.03
13.69,0.90,0.03
13.70,0.90,0.03
13.70,0.90,0.03
13.71,0.90,0.03
13.71,0.90,0.03
13.72,0.90,0.03
13.72,0.90,0.03
13.73,0.90,0.03
13.73,0.90,0.03
13.74,0.90,0.03
13.74,0.90,0.03
13.75,0.90,0.03
13.75,0.90,0.03
13.76,0.90,0.03
13.76,0.90,0.03
13.77,0.90,0.03
13.77,0.90,0.03
13.78,0.90,0.03
13.78,0.90,0.03
13.79,0.90,0.03
13.79,0.90,0.03
13.80,0.90,0.03
13.80,0.90,0.03
13.81,0.90,0.03
13.81,0.90,0.03
13.82,0.90,0.03
13.82,0.90,0.03
13.83,0.90,0.03
13.83,0.90,0.03
13.84,0.90,0.03
13.84,0.90,0.03
13.85,0.90,0.03
13.85,0.90,0.03
13.86,0.90,0.03
13.86,0.90,0.03
13.87,0.90,0.03
13.87,0.90,0.03
13.88,0.90,0.03
13.88,0.90,0.03
13.89,0.90,0.03
13.89,0.90,0.03
13.90,0.90,0.03
13.90,0.90,0.03
13.91,0.90,0.03
13.91,0.90,0.03
13.92,0.90,0.03
13.92,0.90,0.03
13.93,0.90,0.03
13.93,0.90,0.03
13.94,0.90,0.03
13.94,0.90,0.03
13.95,0.90,0.03
13.95,0.90,0.03
13.96,0.90,0.03
13.96,0.90,0.03
13.97,0.90,0.03
13.97,0.90,0.03
13.98,0.90,0.03
13.98,0.90,0.03
13.99,0.90,0.03
13.99,0.90,0.03
14.00,0.90,0.03
14.00,0.90,0.03
14.01,0.90,0.03
14.01,0.90,0.03
14.02,0.90,0.03
14.02,0.90,0.03
14.03,0.90,0.03
14.03,0.90,0.03
14.04,0.90,0.03
14.04,0.90,0.03
14.05,0.90,0.03
14.05,0.90,0.03
14.06,0.90,0.03
14.06,0.90,0.03
14.07,0.90,0.03
14.07,0.90,0.03
14.08,0.90,0.03
14.08,0.90,0.03
14.09,0.90,0.03
14.09,0.90,0.03
14.10,0.90,0.03
14.10,0.90,0.03
14.11,0.90,0.03
14.11,0.90,0.03
14.12,0.90,0.03
14.12,0.90,0.03
14.13,0.90,0.03
14.13,0.90,0.03
14.14,0.90,0.03
14.14,0.90,0.03
14.15,0.90,0.03
14.15,0.90,0.03
14.16,0.90,0.03
14.16,0.90,0.03
14.17,0.90,0.03
14.17,0.90,0.03
14.18,0.90,0.03
14.18,0.90,0.03
14.19,0.90,0.03
14.19,0.90,0.03
14.20,0.90,0.03
14.20,0.90,0.03
14.21,0.90,0.03
14.21,0.90,0.03
14.22,0.90,0.03
14.22,0.90,0.03
14.23,0.90,0.03
14.23,0.90,0.03
14.24,0.90,0.03
14.24,0.90,0.03
14.25,0.90,0.03
14.25,0.90,0.03
14.26,0.90,0.03
14.26,0.90,0.03
14.27,0.90,0.03
14.27,0.90,0.03
14.28,0.90,0.03
14.28,0.90,0.03
14.29,0.90,0.03
14.29,0.90,0.03
14.30,0.90,0.03
14.30,0.90,0.03
14.31,0.90,0.03
14.31,0.90,0.03
14.32,0.90,0.03
14.32,0.90,0.03
14.33,0.90,0.03
14.33,0.90,0.03
14.34,0.90,0.03
14.34,0.90,0.03
14.35,0.90,0.03
14.35,0.90,0.03
14.36,0.90,0.03
14.36,0.90,0.03
14.37,0.90,0.03
14.37,0.90,0.03
14.38,0.90,0.03
14.38,0.90,0.03
14.39,0.90,0.03
14.39,0.90,0.03
14.40,0.90,0.03
14.40,0.90,0.03
14.41,0.90,0.03
14.41,0.90,0.03
14.42,0.90,0.03
14.42,0.90,0.03
14.43,0.90,0.03
14.43,0.90,0.03
14.44,0.90,0.03
14.44,0.90,0.03
14.45,0.90,0.03
14.45,0.90,0.03
14.46,0.90,0.03
14.46,0.90,0.03
14.47,0.90,0.03
14.47,0.90,0.03
14.48,0.90,0.03
14.48,0.90,0.03
14.49,0.90,0.03
14.49,0.90,0.03
14.50,0.90,0.03
14.50,0.90,0.03
14.51,0.90,0.03
14.51,0.90,0.03
14.52,0.90,0.03
14.52,0.90,0.03
14.53,0.90,0.03
14.53,0.90,0.03
14.54,0.90,0.03
14.54,0.90,0.03
14.55,0.90,0.03
14.55,0.90,0.03
14.56,0.90,0.03
14.56,0.90,0.03
14.57,0.90,0.03
14.57,0.90,0.03
14.58,0.90,0.03
14.58,0.90,0.03
14.59,0.90,0.03
14.59,0.90,0.03
14.60,0.90,0.03
14.60,0.90,0.03
14.61,0.90,0.03
14.61,0.90,0.03
14.62,0.90,0.03
14.62,0.90,0.03
14.63,0.90,0.03
14.63,0.90,0.03
14.64,0.90,0.03
14.64,0.90,0.03
14.65,0.90,0.03
14.65,0.90,0.03
14.66,0.90,0.03
14.66,0.90,0.03
14.67,0.90,0.03
14.67,0.90,0.03
14.68,0.90,0.03
14.68,0.90,0.03
14.69,0.90,0.03
14.69,0.90,0.03
14.70,0.90,0.03
14.70,0.90,0.03
14.71,0.90,0.03
14.71,0.90,0.03
14.72,0.90,0.03
14.72,0.90,0.03
14.73,0.90,0.03
14.73,0.90,0.03
14.74,0.90,0.03
14.74,0.90,0.03
14.75,0.90,0.03
14.75,0.90,0.03
14.76,0.90,0.03
14.76,0.90,0.03
14.77,0.90,0.03
14.77,0.90,0.03
14.78,0.90,0.03
14.78,0.90,0.03
14.79,0.90,0.03
14.79,0.90,0.03
14.80,0.90,0.03
14.80,0.90,0.03
14.81,0.90,0.03
14.81,0.90,0.03
14.82,0.90,0.03
14.82,0.90,0.03
14.83,0.90,0.03
14.83,0.90,0.03
14.84,0.90,0.03
14.84,0.90,0.03
14.85,0.90,0.03
14.85,0.90,0.03
14.86,0.90,0.03
14.86,0.90,0.03
14.87,0.90,0.03
14.87,0.90,0.03
14.88,0.90,0.03
14.88,0.90,0.03
14.89,0.90,0.03
14.89,0.90,0.03
14.90,0.90,0.03
14.90,0.90,0.03
14.91,0.90,0.03
14.91,0.90,0.03
14.92,0.90,0.03
14.92,0.90,0.03
14.93,0.90,0.03
14.93,0.90,0.03
14.94,0.90,0.03
14.94,0.90,0.03
14.95,0.90,0.03
14.95,0.90,0.03
14.96,0.90,0.03
14.96,0.90,0.03
14.97,0.90,0.03
14.97,0.90,0.03
14.98,0.90,0.03
14.98,0.90,0.03
14.99,0.90,0.03
14.99,0.90,0.03
15.00,0.90,0.03
15.00,0.90,0.03
15.01,0.90,0.03
15.01,0.90,0.03
15.02,0.90,0.03
15.02,0.90,0.03
15.03,0.90,0.03
15.03,0.90,0.03
15.04,0.90,0.03
15.04,0.90,0.03
15.05,0.90,0.03
15.05,0.90,0.03
15.06,0.90,0.03
15.06,0.90,0.03
15.07,0.90,0.03
15.07,0.90,0.03
15.08,0.90,0.03
15.08,0.90,0.03
15.09,0.90,0.03
15.09,0.90,0.03
15.10,0.90,0.03
15.10,0.90,0.03
15.11,0.90,0.03
15.11,0.90,0.03
15.12,0.90,0.03
15.12,0.90,0.03
15.13,0.90,0.03
15.13,0.90,0.03
15.14,0.90,0.03
15.14,0.90,0.03
15.15,0.90,0.03
15.15,0.90,0.03
15.16,0.90,0.03
15.16,0.90,0.03
15.17,0.90,0.03
15.17,0.90,0.03
15.18,0.90,0.03
15.18,0.90,0.03
15.19,0.90,0.03
15.19,0.90,0.03
15.20,0.90,0.03
15.20,0.90,0.03
15.21,0.90,0.03
15.21,0.90,0.03
15.22,0.90,0.03
15.22,0.90,0.03
15.23,0.90,0.03
15.23,0.90,0.03
15.24,0.90,0.03
15.24,0.90,0.03
15.25,0.90,0.03
15.25,0.90,0.03
15.26,0.90,0.03
15.26,0.90,0.03
15.27,0.90,0.03
15.27,0.90,0.03
15.28,0.90,0.03
15.28,0.90,0.03
15.29,0.90,0.03
15.29,0.90,0.03
15.30,0.90,0.03
15.30,0.90,0.03
15.31,0.90,0.03
15.31,0.90,0.03
15.32,0.90,0.03
15.32,0.90,0.03
15.33,0.90,0.03
15.33,0.90,0.03
15.34,0.90,0.03
15.34,0.90,0.03
15.35,0.90,0.03
15.35,0.90,0.03
15.36,0.90,0.03
15.36,0.90,0.03
15.37,0.90,0.03
15.37,0.90,0.03
15.38,0.90,0.03
15.38,0.90,0.03
15.39,0.90,0.03
15.39,0.90,0.03
15.40,0.90,0.03
15.40,0.90,0.03
15.41,0.90,0.03
15.41,0.90,0.03
15.42,0.90,0.03
15.42,0.90,0.03
15.43,0.90,0.03
15.43,0.90,0.03
15.44,0.90,0.03
15.44,0.90,0.03
15.45,0.90,0.03
15.45,0.90,0.03
15.46,0.90,0.03
15.46,0.90,0.03
15.47,0.90,0.03
15.47,0.90,0.03
15.48,0.90,0.03
15.48,0.90,0.03
15.49,0.90,0.03
15.49,0.90,0.03
15.50,0.90,0.03
15.50,0.90,0.03
15.51,0.90,0.03
15.51,0.90,0.03
15.52,0.90,0.03
15.52,0.90,0.03
15.53,0.90,0.03
15.53,0.90,0.03
15.54,0.90,0.03
15.54,0.90,0.03
15.55,0.90,0.03
15.55,0.90,0.03
15.56,0.90,0.03
15.56,0.90,0.03
15.57,0.90,0.03
15.57,0.90,0.03
15.58,0.90,0.03
15.58,0.90,0.03
15.59,0.90,0.03
15.59,0.90,0.03
15.60,0.90,0.03
15.60,0.90,0.03
15.61,0.90,0.03
15.61,0.90,0.03
15.62,0.90,0.03
15.62,0.90,0.03
15.63,0.90,0.03
15.63,0.90,0.03
15.64,0.90,0.03
15.64,0.90,0.03
15.65,0.90,0.03
15.65,0.90,0.03
15.66,0.90,0.03
15.66,0.90,0.03
15.67,0.90,0.03
15.67,0.90,0.03
15.68,0.90,0.03
15.68,0.90,0.03
15.69,0.90,0.03
15.69,0.90,0.03
15.70,0.90,0.03
15.70,0.90,0.03
15.71,0.90,0.03
15.71,0.90,0.03
15.72,0.90,0.03
15.72,0.90,0.03
15.73,0.90,0.03
15.73,0.90,0.03
15.74,0.90,0.03
15.74,0.90,0.03
15.75,0.90,0.03
15.75,0.90,0.03
15.76,0.90,0.03
15.76,0.90,0.03
15.77,0.90,0.03
15.77,0.90,0.03
15.78,0.90,0.03
15.78,0.90,0.03
15.79,0.90,0.03
15.79,0.90,0.03
15.80,0.90,0.03
15.80,0.90,0.03
15.81,0.90,0.03
15.81,0.90,0.03
15.82,0.90,0.03
15.82,0.90,0.03
15.83,0.90,0.03
15.83,0.90,0.03
15.84,0.90,0.03
15.84,0.90,0.03
15.85,0.90,0.03
15.85,0.90,0.03
15.86,0.90,0.03
15.86,0.90,0.03
15.87,0.90,0.03
15.87,0.90,0.03
15.88,0.90,0.03
15.88,0.90,0.03
15.89,0.90,0.03
15.89,0.90,0.03
15.90,0.90,0.03
15.90,0.90,0.03
15.91,0.90,0.03
15.91,0.90,0.03
15.92,0.90,0.03
15.92,0.90,0.03
15.93,0.90,0.03
15.93,0.90,0.03
15.94,0.90,0.03
15.94,0.90,0.03
15.95,0.90,0.03
15.95,0.90,0.03
15.96,0.90,0.03
15.96,0.90,0.03
15.97,0.90,0.03
15.97,0.90,0.03
15.98,0.90,0.03
15.98,0.90,0.03
15.99,0.90,0.03
15.99,0.90,0.03
16.00,0.90,0.03
16.00,0.90,0.03
16.01,0.90,0.03
16.01,0.90,0.03
16.02,0.90,0.03
16.02,0.90,0.03
16.03,0.90,0.03
16.03,0.90,0.03
16.04,0.90,0.03
16.04,0.90,0.03
16.05,0.90,0.03
16.05,0.90,0.03
16.06,0.90,0.03
16.06,0.90,0.03
16.07,0.90,0.03
16.07,0.90,0.03
16.08,0.90,0.03
16.08,0.90,0.03
16.09,0.90,0.03
16.09,0.90,0.03
16.10,0.90,0.03
16.10,0.90,0.03
16.11,0.90,0.03
16.11,0.90,0.03
16.12,0.90,0.03
16.12,0.90,0.03
16.13,0.90,0.03
16.13,0.90,0.03
16.14,0.90,0.03
16.14,0.90,0.03
16.15,0.90,0.03
16.15,0.90,0.03
16.16,0.90,0.03
16.16,0.90,0.03
16.17,0.90,0.03
16.17,0.90,0.03
16.18,0.90,0.03
16.18,0.90,0.03
16.19,0.90,0.03
16.19,0.90,0.03
16.20,0.90,0.03
16.20,0.90,0.03
16.21,0.90,0.03
16.21,0.90,0.03
16.22,0.90,0.03
16.22,0.90,0.03
16.23,0.90,0.03
16.23,0.90,0.03
16.24,0.90,0.03
16.24,0.90,0.03
16.25,0.90,0.03
16.25,0.90,0.03
16.26,0.90,0.03
16.26,0.90,0.03
16.27,0.90,0.03
16.27,0.90,0.03
16.28,0.90,0.03
16.28,0.90,0.03
16.29,0.90,0.03
16.29,0.90,0.03
16.30,0.90,0.03
16.30,0.90,0.03
16.31,0.90,0.03
16.31,0.90,0.03
16.32,0.90,0.03
16.32,0.90,0.03
16.33,0.90,0.03
16.33,0.90,0.03
16.34,0.90,0.03
16.34,0.90,0.03
16.35,0.90,0.03
16.35,0.90,0.03
16.36,0.90,0.03
16.36,0.90,0.03
16.37,0.90,0.03
16.37,0.90,0.03
16.38,0.90,0.03
16.38,0.90,0.03
16.39,0.90,0.03
16.39,0.90,0.03
16.40,0.90,0.03
16.40,0.90,0.03
16.41,0.90,0.03
16.41,0.90,0.03
16.42,0.90,0.03
16.42,0.90,0.03
16.43,0.90,0.03
16.43,0.90,0.03
16.44,0.90,0.03
16.44,0.90,0.03
16.45,0.90,0.03
16.45,0.90,0.03
16.46,0.90,0.03
16.46,0.90,0.03
16.47,0.90,0.03
16.47,0.90,0.03
16.48,0.90,0.03
16.48,0.90,0.03
16.49,0.90,0.03
16.49,0.90,0.03
16.50,0.90,0.03
16.50,0.90,0.03
16.51,0.90,0.03
16.51,0.90,0.03
16.52,0.90,0.03
16.52,0.90,0.03
16.53,0.90,0.03
16.53,0.90,0.03
16.54,0.90,0.03
16.54,0.90,0.03
16.55,0.90,0.03
16.55,0.90,0.03
16.56,0.90,0.03
16.56,0.90,0.03
16.57,0.90,0.03
16.57,0.90,0.03
16.58,0.90,0.03
16.58,0.90,0.03
16.59,0.90,0.03
16.59,0.90,0.03
16.60,0.90,0.03
16.60,0.90,0.03
16.61,0.90,0.03
16.61,0.90,0.03
16.62,0.90,0.03
16.62,0.90,0.03
16.63,0.90,0.03
16.63,0.90,0.03
16.64,0.90,0.03
16.64,0.90,0.03
16.65,0.90,0.03
16.65,0.90,0.03
16.66,0.90,0.03
16.66,0.90,0.03
16.67,0.90,0.03
16.67,0.90,0.03
16.68,0.90,0.03
16.68,0.90,0.03
16.69,0.90,0.03
16.69,0.90,0.03
16.70,0.90,0.03
16.70,0.90,0.03
16.71,0.90,0.03
16.71,0.90,0.03
16.72,0.90,0.03
16.72,0.90,0.03
16.73,0.90,0.03
16.73,0.90,0.03
16.74,0.90,0.03
16.74,0.90,0.03
16.75,0.90,0.03
16.75,0.90,0.03
16.76,0.90,0.03
16.76,0.90,0.03
16.77,0.90,0.03
16.77,0.90,0.03
16.78,0.90,0.03
16.78,0.90,0.03
16.79,0.90,0.03
16.79,0.90,0.03
16.80,0.90,0.03
16.80,0.90,0.03
16.81,0.90,0.03
16.81,0.90,0.03
16.82,0.90,0.03
16.82,0.90,0.03
16.83,0.90,0.03
16.83,0.90,0.03
16.84,0.90,0.03
16.84,0.90,0.03
16.85,0.90,0.03
16.85,0.90,0.03
16.86,0.90,0.03
16.86,0.90,0.03
16.87,0.90,0.03
16.87,0.90,0.03
16.88,0.90,0.03
16.88,0.90,0.03
16.89,0.90,0.03
16.89,0.90,0.03
16.90,0.90,0.03
16.90,0.90,0.03
16.91,0.90,0.03
16.91,0.90,0.03
16.92,0.90,0.03
16.92,0.90,0.03
16.93,0.90,0.03
16.93,0.90,0.03
16.94,0.90,0.03
16.94,0.90,0.03
16.95,0.90,0.03
16.95,0.90,0.03
16.96,0.90,0.03
16.96,0.90,0.03
16.97,0.90,0.03
16.97,0.90,0.03
16.98,0.90,0.03
16.98,0.90,0.03
16.99,0.90,0.03
16.99,0.90,0.03
17.00,0.90,0.03
17.00,0.90,0.03
17.01,0.90,0.03
17.01,0.90,0.03
17.02,0.90,0.03
17.02,0.90,0.03
17.03,0.90,0.03
17.03,0.90,0.03
17.04,0.90,0.03
17.04,0.90,0.03
17.05,0.90,0.03
17.05,0.90,0.03
17.06,0.90,0.03
17.06,0.90,0.03
17.07,0.90,0.03
17.07,0.90,0.03
17.08,0.90,0.03
17.08,0.90,0.03
17.09,0.90,0.03
17.09,0.90,0.03
17.10,0.90,0.03
17.10,0.90,0.03
17.11,0.90,0.03
17.11,0.90,0.03
17.12,0.90,0.03
17.12,0.90,0.03
17.13,0.90,0.03
17.13,0.90,0.03
17.14,0.90,0.03
17.14,0.90,0.03
17.15,0.90,0.03
17.15,0.90,0.03
17.16,0.90,0.03
17.16,0.90,0.03
17.17,0.90,0.03
17.17,0.90,0.03
17.18,0.90,0.03
17.18,0.90,0.03
17.19,0.90,0.03
17.19,0.90,0.03
17.20,0.90,0.03
17.20,0.90,0.03
17.21,0.90,0.03
17.21,0.90,0.03
17.22,0.90,0.03
17.22,0.90,0.03
17.23,0.90,0.03
17.23,0.90,0.03
17.24,0.90,0.03
17.24,0.90,0.03
17.25,0.90,0.03
17.25,0.90,0.03
17.26,0.90,0.03
17.26,0.90,0.03
17.27,0.90,0.03
17.27,0.90,0.03
17.28,0.90,0.03
17.28,0.90,0.03
17.29,0.90,0.03
17.29,0.90,0.03
17.30,0.90,0.03
17.30,0.90,0.03
17.31,0.90,0.03
17.31,0.90,0.03
17.32,0.90,0.03
17.32,0.90,0.03
17.33,0.90,0.03
17.33,0.90,0.03
17.34,0.90,0.03
17.34,0.90,0.03
17.35,0.90,0.03
17.35,0.90,0.03
17.36,0.90,0.03
17.36,0.90,0.03
17.37,0.90,0.03
17.37,0.90,0.03
17.38,0.90,0.03
17.38,0.90,0.03
17.39,0.90,0.03
17.39,0.90,0.03
17.40,0.90,0.03
17.40,0.90,0.03
17.41,0.90,0.03
17.41,0.90,0.03
17.42,0.90,0.03
17.42,0.90,0.03
17.43,0.90,0.03
17.43,0.90,0.03
17.44,0.90,0.03
17.44,0.90,0.03
17.45,0.90,0.03
17.45,0.90,0.03
17.46,0.90,0.03
17.46,0.90,0.03
17.47,0.90,0.03
17.47,0.90,0.03
17.48,0.90,0.03
17.48,0.90,0.03
17.49,0.90,0.03
17.49,0.90,0.03
17.50,0.90,0.03
17.50,0.90,0.03
17.51,0.90,0.03
17.51,0.90,0.03
17.52,0.90,0.03
17.52,0.90,0.03
17.53,0.90,0.03
17.53,0.90,0.03
17.54,0.90,0.03
17.54,0.90,0.03
17.55,0.90,0.03
17.55,0.90,0.03
17.56,0.90,0.03
17.56,0.90,0.03
17.57,0.90,0.03
17.57,0.90,0.03
17.58,0.90,0.03
17.58,0.90,0.03
17.59,0.90,0.03
17.59,0.90,0.03
17.60,0.90,0.03
17.60,0.90,0.03
17.61,0.90,0.03
17.61,0.90,0.03
17.62,0.90,0.03
17.62,0.90,0.03
17.63,0.90,0.03
17.63,0.90,0.03
17.64,0.90,0.03
17.64,0.90,0.03
17.65,0.90,0.03
17.65,0.90,0.03
17.66,0.90,0.03
17.66,0.90,0.03
17.67,0.90,0.03
17.67,0.90,0.03
17.68,0.90,0.03
17.68,0.90,0.03
17.69,0.90,0.03
17.69,0.90,0.03
17.70,0.90,0.03
17.70,0.90,0.03
17.71,0.90,0.03
17.71,0.90,0.03
17.72,0.90,0.03
17.72,0.90,0.03
17.73,0.90,0.03
17.73,0.90,0.03
17.74,0.90,0.03
17.74,0.90,0.03
17.75,0.90,0.03
17.75,0.90,0.03
17.76,0.90,0.03
17.76,0.90,0.03
17.77,0.90,0.03
17.77,0.90,0.03
17.78,0.90,0.03
17.78,0.90,0.03
17.79,0.90,0.03
17.79,0.90,0.03
17.80,0.90,0.03
17.80,0.90,0.03
17.81,0.90,0.03
17.81,0.90,0.03
17.82,0.90,0.03
17.82,0.90,0.03
17.83,0.90,0.03
17.83,0.90,0.03
17.84,0.90,0.03
17.84,0.90,0.03
